,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life
819,36,52,87.914446969,-79.692135MeV,8.656859MeV,2.833333333333 h
820,36,53,88.917630581,-76.72662MeV,8.616959MeV,3.15 m
821,36,54,89.919516555,-74.969846MeV,8.591377MeV,32.32 s
822,36,55,90.923445215,-71.310323MeV,8.545447MeV,8.57 s
823,36,56,91.92615621,-68.785048MeV,8.512845MeV,1.84 s
824,36,57,92.931274357,-64.017525MeV,8.456834MeV,1.286 s
825,36,58,93.93436,-61.143MeV,8.422MeV,212 ms
826,36,59,94.93984,-56.039MeV,8.365MeV,114 ms
827,36,60,95.94307,-53.03MeV,8.33MeV,80 ms
828,36,61,96.94856,-47.916MeV,8.275MeV,63 ms
829,36,62,97.95191,-44.796MeV,8.241MeV,46 ms
830,36,63,98.9576,-39.495MeV,8.186MeV,40 ms
831,36,64,99.96114,-36.198MeV,8.152MeV,300 ns
832,37,34,70.96532,-32.304MeV,8.119MeV,N/A
833,37,35,71.95908,-38.117MeV,8.199MeV,1.2 µs
834,37,36,72.950561,-46.052MeV,8.306MeV,29.99999999998 ns
835,37,37,73.944264751,-51.91705MeV,8.381726MeV,64.76 ms
836,37,38,74.93857,-57.221677MeV,8.448315MeV,19 s
837,37,39,75.935072226,-60.479832MeV,8.486225MeV,36.5 s
838,37,40,76.930408,-64.824531MeV,8.537261MeV,3.766666666667 m
839,37,41,77.928141,-66.936228MeV,8.558361MeV,17.66 m
840,37,42,78.92398946,-70.803362MeV,8.601147MeV,22.9 m
841,37,43,79.92251925,-72.172854MeV,8.611642MeV,33.4 s
842,37,44,80.918995913,-75.454821MeV,8.64549MeV,4.57 h
843,37,45,81.918208598,-76.188201MeV,8.647431MeV,1.273 m
844,37,46,82.915109701,-79.074805MeV,8.675269MeV,86.22685185185 d
845,37,47,83.914384821,-79.750025MeV,8.676117MeV,33.1 d
846,37,48,84.911789737,-82.167331MeV,8.697441MeV,Stable
847,37,49,85.911167419,-82.747017MeV,8.696901MeV,18.64236111111 d
848,37,50,86.909180526,-84.597795MeV,8.710983MeV,4.81×1010 y
849,37,51,87.911315588,-82.608998MeV,8.681115MeV,17.773 m
850,37,52,88.912278016,-81.712502MeV,8.66419MeV,15.15 m
851,37,53,89.914801694,-79.361712MeV,8.631483MeV,2.633333333333 m
852,37,54,90.916536958,-77.745323MeV,8.607564MeV,58.4 s
853,37,55,91.9197289,-74.772048MeV,8.569417MeV,4.492 s
854,37,56,92.922041876,-72.617525MeV,8.540895MeV,5.84 s
855,37,57,93.926404946,-68.553352MeV,8.492663MeV,2.702 s
856,37,58,94.929302889,-65.853935MeV,8.459813MeV,377.5 ms
857,37,59,95.934272637,-61.224644MeV,8.407544MeV,203 ms
858,37,60,96.937351916,-58.356314MeV,8.374508MeV,169.9 ms
859,37,61,97.941790668,-54.221644MeV,8.329223MeV,114 ms
860,37,62,98.945379283,-50.87887MeV,8.292853MeV,50.3 ms
861,37,63,99.94987,-46.696MeV,8.249MeV,51 ms
862,37,64,100.953196445,-43.597231MeV,8.216371MeV,32 ms
863,37,65,101.95887,-38.312MeV,8.163MeV,37 ms
864,38,35,72.96597,-31.699MeV,8.098MeV,25 ms
865,38,36,73.95631,-40.697MeV,8.22MeV,1.2 µs
866,38,37,74.949949568,-46.621677MeV,8.296551MeV,88 ms
867,38,38,75.941766782,-54.243893MeV,8.393879MeV,7.89 s
868,38,39,76.937944782,-57.804063MeV,8.435926MeV,9 s
869,38,40,77.93218,-63.173924MeV,8.500096MeV,2.5 m
870,38,41,78.929708,-65.476577MeV,8.523816MeV,2.25 m
871,38,42,79.924521013,-70.308223MeV,8.578555MeV,1.771666666667 h
872,38,43,80.923211846,-71.527705MeV,8.587348MeV,22.33333333333 m
873,38,44,81.918401639,-76.008384MeV,8.635698MeV,25.55 d
874,38,45,82.917556701,-76.795439MeV,8.638381MeV,1.350694444444 d
875,38,46,83.913425275,-80.643837MeV,8.677444MeV,Stable
876,38,47,84.912932803,-81.102572MeV,8.67571MeV,64.85300925926 d
877,38,48,85.909260204,-84.523576MeV,8.708461MeV,Stable
878,38,49,86.908877124,-84.880413MeV,8.705238MeV,Stable
879,38,50,87.905612124,-87.92174MeV,8.732596MeV,Stable
880,38,51,88.907450675,-86.209141MeV,8.705924MeV,50.53240740741 d
881,38,52,89.907737888,-85.941604MeV,8.6959MeV,28.9 y
882,38,53,90.910203095,-83.645279MeV,8.663802MeV,9.638888888889 h
883,38,54,91.911037858,-82.867702MeV,8.64891MeV,2.661111111111 h
884,38,55,92.914025634,-80.084606MeV,8.612773MeV,7.423333333333 m
885,38,56,93.915361312,-78.84043MeV,8.593777MeV,1.255 m
886,38,57,94.919358766,-75.116826MeV,8.549082MeV,23.9 s
887,38,58,95.921696802,-72.938959MeV,8.521419MeV,1.07 s
888,38,59,96.926152923,-68.788109MeV,8.473987MeV,429 ms
889,38,60,97.928452934,-66.645662MeV,8.448016MeV,653 ms
890,38,61,98.933240926,-62.185677MeV,8.399161MeV,269 ms
891,38,62,99.935351911,-60.219307MeV,8.376218MeV,201.9773057245 ms
892,38,63,100.940517888,-55.407231MeV,8.325555MeV,118 ms
893,38,64,101.943018987,-53.077471MeV,8.300222MeV,69 ms
894,38,65,102.94895,-47.553MeV,8.245MeV,150 ns
895,38,66,103.95233,-44.404MeV,8.212MeV,30 ms
896,38,67,104.95858,-38.582MeV,8.156MeV,20 ms
897,39,37,75.95845,-38.704MeV,8.18MeV,200 ns
898,39,38,76.949645,-46.905MeV,8.284MeV,57 ms
899,39,39,77.94361,-52.527MeV,8.354MeV,50 ms
900,39,40,78.937351634,-58.356577MeV,8.423786MeV,14.8 s
901,39,41,79.93428,-61.217786MeV,8.455145MeV,30.1 s
902,39,42,80.929127468,-66.017338MeV,8.509661MeV,1.173333333333 m
903,39,43,81.926792451,-68.192393MeV,8.53084MeV,8.2 s
904,39,44,82.922354243,-72.326557MeV,8.575113MeV,7.083333333333 m
905,39,45,83.920388264,-74.157855MeV,8.590916MeV,4.6 s
906,39,46,84.916433039,-77.842123MeV,8.628148MeV,2.680555555556 h
907,39,47,85.914885576,-79.283576MeV,8.638434MeV,14.73888888889 h
908,39,48,86.91087573,-83.018723MeV,8.674848MeV,3.321759259259 d
909,39,49,87.909501146,-84.29914MeV,8.68254MeV,106.626 d
910,39,50,88.905848295,-87.701749MeV,8.713904MeV,Stable
911,39,51,89.907151886,-86.487462MeV,8.693272MeV,2.662037037037 d
912,39,52,90.907304791,-86.345031MeV,8.684872MeV,58.50694444444 d
913,39,53,91.908949143,-84.813327MeV,8.661554MeV,3.54 h
914,39,54,92.909582713,-84.22316MeV,8.648862MeV,10.18055555556 h
915,39,55,93.911595245,-82.348499MeV,8.622774MeV,18.66666666667 m
916,39,56,94.912820621,-81.207068MeV,8.604954MeV,10.3 m
917,39,57,95.915891343,-78.346709MeV,8.5696MeV,5.34 s
918,39,58,96.918133995,-76.257693MeV,8.542927MeV,3.75 s
919,39,59,97.92220302,-72.46742MeV,8.499439MeV,548 ms
920,39,60,98.924636204,-70.200924MeV,8.47222MeV,1.47 s
921,39,61,99.927756586,-67.294307MeV,8.439145MeV,735 ms
922,39,62,100.93031385,-64.912231MeV,8.411918MeV,450 ms
923,39,63,101.933555695,-61.892471MeV,8.378974MeV,300 ms
924,39,64,102.93673,-58.936MeV,8.348MeV,230 ms
925,39,65,103.94105,-54.912MeV,8.306MeV,180 ms
926,39,66,104.94487,-51.353MeV,8.27MeV,60 ms
927,39,67,105.94979,-46.77MeV,8.225MeV,150 ns
928,39,68,106.95414,-42.718MeV,8.186MeV,30 ms
929,39,69,107.95948,-37.744MeV,8.138MeV,20 ms
930,40,38,77.95523,-41.703MeV,8.205MeV,50 ms
931,40,39,78.94916,-47.357MeV,8.275MeV,56 ms
932,40,40,79.9404,-55.517043MeV,8.374107MeV,4.6 s
933,40,41,80.937210026,-58.488484MeV,8.407053MeV,5.5 s
934,40,42,81.931087,-64.192MeV,8.473MeV,32 s
935,40,43,82.928653801,-66.458557MeV,8.494988MeV,41.6 s
936,40,44,83.92325,-71.492MeV,8.551MeV,25.9 m
937,40,45,84.921471182,-73.149123MeV,8.563732MeV,7.866666666667 m
938,40,46,85.916473591,-77.80435MeV,8.612137MeV,16.5 h
939,40,47,86.914816252,-79.34815MeV,8.623665MeV,1.680555555556 h
940,40,48,87.910226904,-83.623101MeV,8.665968MeV,83.44907407407 d
941,40,49,88.9088895,-84.868884MeV,8.673284MeV,3.267361111111 d
942,40,50,89.904704416,-88.767265MeV,8.70991MeV,Stable
943,40,51,90.905645767,-87.890402MeV,8.693257MeV,Stable
944,40,52,91.905040847,-88.453882MeV,8.692622MeV,Stable
945,40,53,92.906476006,-87.11704MeV,8.671566MeV,1.531582952816×106 y
946,40,54,93.906315192,-87.266837MeV,8.666774MeV,Stable
947,40,55,94.9080426,-85.657766MeV,8.643569MeV,64.03240740741 d
948,40,56,95.908273386,-85.442791MeV,8.635368MeV,2×1019 y
949,40,57,96.910953109,-82.946645MeV,8.60382MeV,16.744 h
950,40,58,97.912734892,-81.286925MeV,8.58145MeV,30.7 s
951,40,59,98.916512106,-77.768473MeV,8.540758MeV,2.1 s
952,40,60,99.917761889,-76.604307MeV,8.524422MeV,7.1 s
953,40,61,100.921140415,-73.457231MeV,8.488776MeV,2.3 s
954,40,62,101.922981285,-71.742471MeV,8.467872MeV,2.9 s
955,40,63,102.926599606,-68.372027MeV,8.431299MeV,1.3 s
956,40,64,103.92878,-66.341MeV,8.408MeV,1.2 s
957,40,65,104.93305,-62.364MeV,8.368MeV,600 ms
958,40,66,105.93591,-59.699MeV,8.339MeV,200 ms
959,40,67,106.94075,-55.191MeV,8.295MeV,150 ms
960,40,68,107.94396,-52.201MeV,8.265MeV,80 ms
961,40,69,108.94924,-47.283MeV,8.218MeV,60 ms
962,40,70,109.95287,-43.901MeV,8.186MeV,150 ns
963,41,40,80.94903,-47.478MeV,8.261MeV,800 ms
964,41,41,81.94313,-52.974MeV,8.326MeV,50 ms
965,41,42,82.936705382,-58.958557MeV,8.395201MeV,4.1 s
966,41,43,83.93357,-61.879MeV,8.426MeV,9.5 s
967,41,44,84.927912447,-67.149123MeV,8.48394MeV,20.9 s
968,41,45,85.925038326,-69.82635MeV,8.510272MeV,1.466666666667 m
969,41,46,86.920361108,-74.18315MeV,8.555305MeV,3.75 m
970,41,47,87.918332163,-76.073101MeV,8.571282MeV,14.55 m
971,41,48,88.913418245,-80.650386MeV,8.617094MeV,2.030555555556 h
972,41,49,89.911264845,-82.656265MeV,8.633318MeV,14.61111111111 h
973,41,50,90.906996243,-86.632442MeV,8.670836MeV,681.7605276509 y
974,41,51,91.907193888,-86.448337MeV,8.662318MeV,3.488077118214×107 y
975,41,52,92.906378058,-87.208278MeV,8.664135MeV,Stable
976,41,53,93.907283888,-86.364502MeV,8.648852MeV,20325.97666159 y
977,41,54,94.906835792,-86.781901MeV,8.647166MeV,34.99074074074 d
978,41,55,95.908100647,-85.603696MeV,8.628895MeV,23.35 h
979,41,56,96.908098556,-85.605644MeV,8.623167MeV,1.202777777778 h
980,41,57,97.910328412,-83.528547MeV,8.596341MeV,2.86 s
981,41,58,98.911618375,-82.326954MeV,8.5789MeV,15 s
982,41,59,99.914181619,-79.939307MeV,8.549948MeV,1.5 s
983,41,60,100.915252025,-78.942231MeV,8.535337MeV,7.1 s
984,41,61,101.918037614,-76.347471MeV,8.505349MeV,1.3 s
985,41,62,102.919143842,-75.317027MeV,8.491131MeV,1.5 s
986,41,63,103.922464701,-72.223666MeV,8.45735MeV,4.9 s
987,41,64,104.923936545,-70.852653MeV,8.440617MeV,2.95 s
988,41,65,105.92797,-67.096MeV,8.402MeV,930 ms
989,41,66,106.93031,-64.916MeV,8.378MeV,330 ms
990,41,67,107.93484,-60.696MeV,8.336MeV,193 ms
991,41,68,108.93763,-58.097MeV,8.311MeV,190 ms
992,41,69,109.94244,-53.617MeV,8.267MeV,170 ms
993,41,70,110.94565,-50.627MeV,8.239MeV,80 ms
994,41,71,111.95083,-45.802MeV,8.193MeV,150 ns
995,41,72,112.9547,-42.197MeV,8.161MeV,30 ms
996,42,41,82.94874,-47.748MeV,8.251MeV,6 ms
997,42,42,83.94009,-55.806MeV,8.344MeV,3.7 s
998,42,43,84.93655,-59.103MeV,8.38MeV,3.2 s
999,42,44,85.930695904,-64.55635MeV,8.439896MeV,19.6 s
1000,42,45,86.927326502,-67.694927MeV,8.471735MeV,14.02 s
1001,42,46,87.921953241,-72.700088MeV,8.524062MeV,8 m
1002,42,47,88.919480009,-75.003889MeV,8.54486MeV,2.11 m
1003,42,48,89.913936896,-80.167265MeV,8.596969MeV,5.555555555556 h
1004,42,49,90.911750194,-82.204165MeV,8.613577MeV,15.49 m
1005,42,50,91.906810991,-86.805003MeV,8.657692MeV,Stable
1006,42,51,92.90681261,-86.803495MeV,8.65137MeV,4000 y
1007,42,52,93.905088269,-88.409708MeV,8.662287MeV,Stable
1008,42,53,94.905842129,-87.707492MeV,8.648674MeV,Stable
1009,42,54,95.904679477,-88.790496MeV,8.653941MeV,Stable
1010,42,55,96.906021465,-87.540442MeV,8.635048MeV,Stable
1011,42,56,97.905408169,-88.111723MeV,8.635125MeV,Stable
1012,42,57,98.90771187,-85.96584MeV,8.607754MeV,2.747685185185 d
1013,42,58,99.907477336,-86.184307MeV,8.604575MeV,7.3×1018 y
1014,42,59,100.910347001,-83.511231MeV,8.572829MeV,14.61 m
1015,42,60,101.91029736,-83.557471MeV,8.568365MeV,11.3 m
1016,42,61,102.913207142,-80.847027MeV,8.537225MeV,1.125 m
1017,42,62,103.913763625,-80.328666MeV,8.52776MeV,1 m
1018,42,63,104.91697461,-77.337653MeV,8.494928MeV,35.6 s
1019,42,64,105.918136802,-76.255078MeV,8.480718MeV,8.73 s
1020,42,65,106.921692604,-72.942869MeV,8.445937MeV,3.5 s
1021,42,66,107.923453,-71.303MeV,8.427MeV,1.09 s
1022,42,67,108.92781,-67.245MeV,8.387MeV,530 ms
1023,42,68,109.92973,-65.456MeV,8.368MeV,270 ms
1024,42,69,110.93441,-61.097MeV,8.326MeV,200 ms
1025,42,70,111.93684,-58.833MeV,8.303MeV,150 ns
1026,42,71,112.94188,-54.138MeV,8.26MeV,100 ms
1027,42,72,113.94492,-51.307MeV,8.233MeV,80 ms
1028,42,73,114.95029,-46.305MeV,8.188MeV,60 ms
1029,43,42,84.94883,-47.665MeV,8.237MeV,110 ns
1030,43,43,85.94288,-53.207MeV,8.299MeV,55 ms
1031,43,44,86.93653,-59.122MeV,8.364MeV,2.18 s
1032,43,45,87.932678,-62.71MeV,8.402MeV,5.7 s
1033,43,46,88.927167,-67.844MeV,8.456MeV,12.8 s
1034,43,47,89.923556564,-71.206603MeV,8.488714MeV,8.7 s
1035,43,48,90.918427639,-75.984165MeV,8.536628MeV,3.133333333333 m
1036,43,49,91.915260166,-78.934648MeV,8.56364MeV,4.25 m
1037,43,50,92.910248984,-83.602533MeV,8.608539MeV,2.75 h
1038,43,51,93.909657002,-84.153961MeV,8.60869MeV,4.888888888889 h
1039,43,52,94.907657084,-86.016873MeV,8.622643MeV,20 h
1040,43,53,95.907871383,-85.817254MeV,8.614821MeV,4.282407407407 d
1041,43,54,96.906365358,-87.220108MeV,8.62368MeV,4.21×106 y
1042,43,55,97.907215966,-86.427771MeV,8.609959MeV,4.2×106 y
1043,43,56,98.906254747,-87.323141MeV,8.613562MeV,211100 y
1044,43,57,99.90765778,-86.016224MeV,8.59507MeV,15.46 s
1045,43,58,100.907314659,-86.33584MeV,8.593049MeV,14.22 m
1046,43,59,101.909215019,-84.565665MeV,8.570579MeV,5.28 s
1047,43,60,102.909181351,-84.597027MeV,8.566037MeV,54.2 s
1048,43,61,103.911447454,-82.486166MeV,8.540983MeV,18.33333333333 m
1049,43,62,104.911660566,-82.287653MeV,8.534619MeV,7.666666666667 m
1050,43,63,105.914357927,-79.775078MeV,8.506545MeV,35.6 s
1051,43,64,106.915079572,-79.102869MeV,8.496195MeV,21.2 s
1052,43,65,107.918461226,-75.952879MeV,8.463095MeV,5.17 s
1053,43,66,108.919982665,-74.535668MeV,8.446498MeV,860 ms
1054,43,67,109.923820483,-70.960763MeV,8.410589MeV,920 ms
1055,43,68,110.92569283,-69.216683MeV,8.39182MeV,290 ms
1056,43,69,111.929146493,-65.999617MeV,8.360234MeV,290 ms
1057,43,70,112.93159,-63.724MeV,8.338MeV,170 ms
1058,43,71,113.93588,-59.727MeV,8.3MeV,150 ms
1059,43,72,114.93869,-57.11MeV,8.275MeV,72 ms
1060,43,73,115.94337,-52.751MeV,8.237MeV,90 ms
1061,43,74,116.94648,-49.854MeV,8.21MeV,40 ms
1062,43,75,117.95148,-45.196MeV,8.169MeV,30 ms
1063,44,43,86.94918,-47.339MeV,8.22MeV,1.5 µs
1064,44,44,87.94026,-55.647MeV,8.313MeV,1.2 s
1065,44,45,88.93611,-59.513MeV,8.354MeV,1.5 s
1066,44,46,89.92989,-65.307MeV,8.415MeV,11.7 s
1067,44,47,90.926292,-68.658MeV,8.448MeV,7.9 s
1068,44,48,91.92012,-74.408MeV,8.506MeV,3.65 m
1069,44,49,92.917052034,-77.265533MeV,8.531987MeV,59.7 s
1070,44,50,93.911359711,-82.567898MeV,8.583494MeV,51.83333333333 m
1071,44,51,94.910412929,-83.449819MeV,8.587386MeV,1.643055555556 h
1072,44,52,95.907597835,-86.072062MeV,8.609326MeV,Stable
1073,44,53,96.9075547,-86.112242MeV,8.604193MeV,2.893518518519 d
1074,44,54,97.905287132,-88.224469MeV,8.620309MeV,Stable
1075,44,55,98.905939302,-87.616977MeV,8.608627MeV,Stable
1076,44,56,99.904219476,-89.218984MeV,8.619274MeV,Stable
1077,44,57,100.905582087,-87.94972MeV,8.601282MeV,Stable
1078,44,58,101.904349312,-89.098043MeV,8.607344MeV,Stable
1079,44,59,102.906323847,-87.258775MeV,8.584283MeV,39.25925925926 d
1080,44,60,103.905432701,-88.088872MeV,8.587333MeV,Stable
1081,44,61,104.907752866,-85.927653MeV,8.561835MeV,4.444444444444 h
1082,44,62,105.907329433,-86.322078MeV,8.560929MeV,1.018630136986 y
1083,44,63,106.909905089,-83.922869MeV,8.53393MeV,3.75 m
1084,44,64,107.910173465,-83.672879MeV,8.527332MeV,4.55 m
1085,44,65,108.913203233,-80.850668MeV,8.497257MeV,34.5 s
1086,44,66,109.914136041,-79.981763MeV,8.485485MeV,11.6 s
1087,44,67,110.917696,-76.665683MeV,8.45188MeV,2.12 s
1088,44,68,111.918965,-75.483617MeV,8.437928MeV,1.75 s
1089,44,69,112.922487194,-72.202714MeV,8.405649MeV,800 ms
1090,44,70,113.924281,-70.532MeV,8.388MeV,520 ms
1091,44,71,114.928686173,-66.428402MeV,8.349623MeV,740 ms
1092,44,72,115.93081,-64.45MeV,8.33MeV,400 ms
1093,44,73,116.93558,-60.007MeV,8.289MeV,300 ms
1094,44,74,117.93782,-57.92MeV,8.27MeV,123 ms
1095,44,75,118.94284,-53.244MeV,8.229MeV,150 ns
1096,44,76,119.94531,-50.943MeV,8.209MeV,150 ns
1097,45,44,88.948837,-47.658MeV,8.21MeV,1.5 µs
1098,45,45,89.94287,-53.216MeV,8.271MeV,12 ms
1099,45,46,90.93655,-59.103MeV,8.334MeV,1.47 s
1100,45,47,91.93198,-63.36MeV,8.377MeV,500 ms
1101,45,48,92.92574,-69.173MeV,8.438MeV,11.9 s
1102,45,49,93.921698,-72.938MeV,8.473MeV,1.173333333333 m
1103,45,50,94.91589874,-78.339819MeV,8.525362MeV,5.016666666667 m
1104,45,51,95.914460631,-79.679409MeV,8.534586MeV,9.9 m
1105,45,52,96.911336797,-82.589242MeV,8.559808MeV,30.66666666667 m
1106,45,53,97.910708158,-83.174815MeV,8.560799MeV,8.716666666667 m
1107,45,54,98.908132104,-85.574394MeV,8.580093MeV,16.08796296296 d
1108,45,55,99.90812155,-85.584225MeV,8.575103MeV,20.80555555556 h
1109,45,56,100.906163625,-87.408021MeV,8.588173MeV,3.3 y
1110,45,57,101.906843196,-86.775004MeV,8.5769MeV,207.1759259259 d
1111,45,58,102.905504292,-88.022185MeV,8.5841MeV,Stable
1112,45,59,103.906655518,-86.949825MeV,8.568858MeV,42.3 s
1113,45,60,104.905693821,-87.845641MeV,8.572651MeV,1.47337962963 d
1114,45,61,105.907287135,-86.361478MeV,8.55392MeV,30.07 s
1115,45,62,106.906748423,-86.863285MeV,8.554099MeV,21.66666666667 m
1116,45,63,107.908728018,-85.019304MeV,8.532555MeV,16.8 s
1117,45,64,108.908737289,-85.010668MeV,8.528244MeV,1.333333333333 m
1118,45,65,109.911136411,-82.775901MeV,8.503774MeV,28.5 s
1119,45,66,110.911585913,-82.357192MeV,8.496106MeV,10.96448231076 s
1120,45,67,111.914394159,-79.741327MeV,8.468958MeV,3.4 s
1121,45,68,112.915530627,-78.682714MeV,8.45607MeV,2.8 s
1122,45,69,113.918806,-75.631725MeV,8.425932MeV,1.85 s
1123,45,70,114.920334,-74.208402MeV,8.410472MeV,990 ms
1124,45,71,115.924062,-70.735792MeV,8.377612MeV,680 ms
1125,45,72,116.92598,-68.949MeV,8.36MeV,440 ms
1126,45,73,117.93007,-65.139MeV,8.325MeV,266 ms
1127,45,74,118.93211,-63.239MeV,8.306MeV,150 ns
1128,45,75,119.93641,-59.234MeV,8.271MeV,136 ms
1129,45,76,120.93872,-57.082MeV,8.251MeV,151 ms
1130,45,77,121.94321,-52.9MeV,8.216MeV,300 ns
1131,46,45,90.94911,-47.403MeV,8.198MeV,1 µs
1132,46,46,91.94042,-55.498MeV,8.284MeV,700 ms
1133,46,47,92.93591,-59.699MeV,8.326MeV,1.3 s
1134,46,48,93.92877,-66.35MeV,8.394MeV,9 s
1135,46,49,94.92469,-70.151MeV,8.431MeV,10 s
1136,46,50,95.918164359,-76.229409MeV,8.490499MeV,2.033333333333 m
1137,46,51,96.916479073,-77.799242MeV,8.502361MeV,3.1 m
1138,46,52,97.912720902,-81.299957MeV,8.533685MeV,17.66666666667 m
1139,46,53,98.911767833,-82.187735MeV,8.537982MeV,21.4 m
1140,46,54,99.908505886,-85.226218MeV,8.5637MeV,3.634259259259 d
1141,46,55,100.908289242,-85.428021MeV,8.560823MeV,8.472222222222 h
1142,46,56,101.905608544,-87.925075MeV,8.580505MeV,Stable
1143,46,57,102.906087307,-87.47911MeV,8.571231MeV,16.99074074074 d
1144,46,58,103.904035834,-89.390045MeV,8.584799MeV,Stable
1145,46,59,104.90508492,-88.412828MeV,8.570602MeV,Stable
1146,46,60,105.903485715,-89.902478MeV,8.579945MeV,Stable
1147,46,61,106.905133481,-88.367594MeV,8.560847MeV,6.5×106 y
1148,46,62,107.903891701,-89.524304MeV,8.567024MeV,Stable
1149,46,63,108.905950451,-87.606591MeV,8.544883MeV,13.70119444444 h
1150,46,64,109.905153254,-88.349175MeV,8.547328MeV,Stable
1151,46,65,110.907670734,-86.004158MeV,8.521914MeV,23.33333333333 m
1152,46,66,111.907314058,-86.336399MeV,8.520857MeV,21.03055555556 h
1153,46,67,112.910152908,-83.692028MeV,8.493477MeV,1.55 m
1154,46,68,113.910362638,-83.496665MeV,8.48806MeV,2.416666666667 m
1155,46,69,114.913683824,-80.403MeV,8.457535MeV,25 s
1156,46,70,115.914158662,-79.960691MeV,8.450393MeV,11.8 s
1157,46,71,116.917841338,-76.530301MeV,8.417833MeV,4.2 s
1158,46,72,117.9189843,-75.465639MeV,8.405874MeV,1.9 s
1159,46,73,118.92311,-71.623MeV,8.371MeV,920 ms
1160,46,74,119.924691878,-70.149064MeV,8.355993MeV,500 ms
1161,46,75,120.92887,-66.257MeV,8.321MeV,150 ns
1162,46,76,121.93055,-64.692MeV,8.306MeV,175 ms
1163,46,77,122.93493,-60.612MeV,8.271MeV,174 ms
1164,46,78,123.93688,-58.796MeV,8.255MeV,38 ms
1165,47,46,92.94978,-46.78MeV,8.18MeV,1.5 µs
1166,47,47,93.94278,-53.3MeV,8.247MeV,25.968510736 ms
1167,47,48,94.93548,-60.1MeV,8.317MeV,2 s
1168,47,49,95.93068,-64.571MeV,8.361MeV,4.45 s
1169,47,50,96.923972412,-70.819242MeV,8.422337MeV,25.9 s
1170,47,51,97.921566201,-73.060614MeV,8.441627MeV,47.5 s
1171,47,52,98.917597178,-76.757735MeV,8.475231MeV,2.066666666667 m
1172,47,53,99.916104255,-78.148384MeV,8.485098MeV,2.01 m
1173,47,54,100.912802233,-81.224197MeV,8.511455MeV,11.1 m
1174,47,55,101.911685,-82.264893MeV,8.517343MeV,12.9 m
1175,47,56,102.90897272,-84.791366MeV,8.537541MeV,1.094444444444 h
1176,47,57,103.908629157,-85.111392MeV,8.536135MeV,1.152777777778 h
1177,47,58,104.906528661,-87.067992MeV,8.550343MeV,41.28472222222 d
1178,47,59,105.906668921,-86.93734MeV,8.544591MeV,23.96666666667 m
1179,47,60,106.90509682,-88.401743MeV,8.553854MeV,Stable
1180,47,61,107.905955556,-87.601836MeV,8.54198MeV,2.366666666667 m
1181,47,62,108.904752292,-88.722669MeV,8.547944MeV,Stable
1182,47,63,109.906107231,-87.460552MeV,8.532138MeV,24.6 s
1183,47,64,110.905291157,-88.220719MeV,8.534834MeV,7.453703703704 d
1184,47,65,111.907004814,-86.624458MeV,8.516444MeV,3.13 h
1185,47,66,112.906566579,-87.032672MeV,8.516117MeV,5.361111111111 h
1186,47,67,113.908803704,-84.948803MeV,8.493936MeV,4.6 s
1187,47,68,114.908762698,-84.987MeV,8.490593MeV,20 m
1188,47,69,115.911359933,-82.567691MeV,8.466122MeV,2.683333333333 m
1189,47,70,116.911684562,-82.265301MeV,8.460163MeV,1.213333333333 m
1190,47,71,117.914582768,-79.565639MeV,8.43399MeV,3.76 s
1191,47,72,118.915665059,-78.557492MeV,8.42247MeV,6 s
1192,47,73,119.918787384,-75.649064MeV,8.395307MeV,1.23 s
1193,47,74,120.919848046,-74.661064MeV,8.384464MeV,790 ms
1194,47,75,121.92353,-71.231MeV,8.354MeV,529 ms
1195,47,76,122.9249,-69.955MeV,8.341MeV,300 ms
1196,47,77,123.92864,-66.471MeV,8.311MeV,172 ms
1197,47,78,124.93043,-64.804MeV,8.296MeV,166 ms
1198,47,79,125.9345,-61.013MeV,8.264MeV,107 ms
1199,47,80,126.93677,-58.898MeV,8.247MeV,79 ms
1200,47,81,127.94117,-54.8MeV,8.212MeV,58 ms
1201,47,82,128.94369,-52.452MeV,8.193MeV,46 ms
1202,47,83,129.950448,-46.157MeV,8.144MeV,50 ms
1203,48,47,94.94987,-46.696MeV,8.168MeV,5 ms
1204,48,48,95.93977,-56.104MeV,8.265MeV,1 s
1205,48,49,96.93494,-60.603MeV,8.308MeV,2.8 s
1206,48,50,97.927395546,-67.630614MeV,8.378235MeV,9.2 s
1207,48,51,98.92501,-69.853MeV,8.398MeV,16 s
1208,48,52,99.920289525,-74.249829MeV,8.438289MeV,49.1 s
1209,48,53,100.918681538,-75.74766MeV,8.449486MeV,1.36 m
1210,48,54,101.914462258,-79.677893MeV,8.48431MeV,5.5 m
1211,48,55,102.913419246,-80.649453MeV,8.489733MeV,7.333333333333 m
1212,48,56,103.909849475,-83.974674MeV,8.517683MeV,57.66666666667 m
1213,48,57,104.909467905,-84.330103MeV,8.516817MeV,55.5 m
1214,48,58,105.90645941,-87.132499MeV,8.539052MeV,Stable
1215,48,59,106.906617928,-86.984841MeV,8.5333MeV,6.388888888889 h
1216,48,60,107.904183683,-89.252325MeV,8.550018MeV,Stable
1217,48,61,108.904982293,-88.508424MeV,8.538801MeV,1.263952308473 y
1218,48,62,109.90300207,-90.35299MeV,8.55132MeV,Stable
1219,48,63,110.904178107,-89.257519MeV,8.537127MeV,Stable
