,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life
2731,89,143,232.042027438,39.148307MeV,7.60245MeV,1.983333333333 m
2732,89,144,233.04455,41.498MeV,7.594MeV,2.416666666667 m
2733,89,145,234.04842,45.103MeV,7.581MeV,44 s
2734,89,146,235.051232,47.722MeV,7.572MeV,1 m
2735,89,147,236.055296,51.508MeV,7.558MeV,1.666666666667 m
2736,90,119,209.017715682,16.502052MeV,7.655464MeV,3.8 ms
2737,90,120,210.015075342,14.042591MeV,7.669156MeV,9 ms
2738,90,121,211.014928413,13.905728MeV,7.671711MeV,40 ms
2739,90,122,212.012980288,12.091061MeV,7.682156MeV,30 ms
2740,90,123,213.01301014,12.118868MeV,7.683852MeV,144 ms
2741,90,124,214.01149977,10.711967MeV,7.692237MeV,100 ms
2742,90,125,215.01173033,10.926733MeV,7.693001MeV,1.2 s
2743,90,126,216.011062115,10.304294MeV,7.697634MeV,26 ms
2744,90,127,217.013114328,12.215918MeV,7.690547MeV,241 µs
2745,90,128,218.013284499,12.374432MeV,7.691567MeV,117 ns
2746,90,129,219.015536895,14.472525MeV,7.68372MeV,1.05 µs
2747,90,130,220.015747762,14.668946MeV,7.684589MeV,9.7 µs
2748,90,131,221.018183674,16.937984MeV,7.676072MeV,1.68 ms
2749,90,132,222.018468121,17.202945MeV,7.676659MeV,2.237 ms
2750,90,133,223.020811448,19.385739MeV,7.66864MeV,600 ms
2751,90,134,224.021466895,19.996285MeV,7.667712MeV,810 ms
2752,90,135,225.023951021,22.310233MeV,7.659222MeV,8.716666666667 m
2753,90,136,226.024903069,23.19706MeV,7.657121MeV,30.56666666667 m
2754,90,137,227.02770407,25.806176MeV,7.647452MeV,18.68055555556 d
2755,90,138,228.028741127,26.772188MeV,7.645074MeV,1.9116 y
2756,90,139,229.03176243,29.586514MeV,7.634646MeV,7880 y
2757,90,140,230.033133843,30.863976MeV,7.63099MeV,75437.59512938 y
2758,90,141,231.036304343,33.817278MeV,7.620112MeV,1.063310185185 d
2759,90,142,232.038055325,35.448307MeV,7.615026MeV,1.4×1010 y
2760,90,143,233.041581843,38.733238MeV,7.602886MeV,21.83 m
2761,90,144,234.04360123,40.614285MeV,7.596849MeV,24.07407407407 d
2762,90,145,235.047510074,44.25535MeV,7.583374MeV,7.166666666667 m
2763,90,146,236.04987,46.454MeV,7.576MeV,37.3 m
2764,90,147,237.053894,50.202MeV,7.562MeV,4.7 m
2765,90,148,238.056496,52.625MeV,7.554MeV,9.333333333333 m
2766,91,121,212.023204138,21.614516MeV,7.633543MeV,5.1 ms
2767,91,122,213.02110934,19.663224MeV,7.64476MeV,5.3 ms
2768,91,123,214.020918417,19.48538MeV,7.647584MeV,17 ms
2769,91,124,215.019185865,17.871519MeV,7.657061MeV,14 ms
2770,91,125,216.019109564,17.800445MeV,7.659308MeV,150 ms
2771,91,126,217.018323986,17.068683MeV,7.664579MeV,3.6 ms
2772,91,127,218.020041889,18.6689MeV,7.659104MeV,113 µs
2773,91,128,219.019883143,18.521029MeV,7.661662MeV,53.00000000002 ns
2774,91,129,220.021875303,20.376714MeV,7.655089MeV,780 ns
2775,91,130,221.021877983,20.379211MeV,7.656961MeV,5.9 µs
2776,91,131,222.023742,22.116MeV,7.651MeV,3.3 ms
2777,91,132,223.023962273,22.320714MeV,7.651971MeV,5.1 ms
2778,91,133,224.025625738,23.870222MeV,7.646925MeV,850 ms
2779,91,134,225.026130678,24.34057MeV,7.646721MeV,1.7 s
2780,91,135,226.027947753,26.033165MeV,7.64111MeV,1.8 m
2781,91,136,227.028805072,26.831753MeV,7.639488MeV,38.33333333333 m
2782,91,137,228.031051376,28.924171MeV,7.632204MeV,21.94444444444 h
2783,91,138,229.032096793,29.897971MeV,7.629869MeV,1.50462962963 d
2784,91,139,230.034540754,32.174506MeV,7.621891MeV,17.36111111111 d
2785,91,140,231.03588399,33.425722MeV,7.61842MeV,32760 y
2786,91,141,232.038591592,35.947837MeV,7.609501MeV,1.32 d
2787,91,142,233.040247277,37.490098MeV,7.604864MeV,26.975 d
2788,91,143,234.043308058,40.341197MeV,7.594673MeV,6.666666666667 h
2789,91,144,235.045443615,42.330456MeV,7.588236MeV,24.43333333333 m
2790,91,145,236.048681284,45.346325MeV,7.577504MeV,9.166666666667 m
2791,91,146,237.051145659,47.641875MeV,7.569902MeV,8.666666666667 m
2792,91,147,238.05450271,50.768948MeV,7.55887MeV,2.266666666667 m
2793,91,148,239.05726,53.337MeV,7.55MeV,1.805555555556 h
2794,91,149,240.06098,56.803MeV,7.538MeV,1.666666666667 m
2795,92,125,217.024368791,22.699383MeV,7.635026MeV,16 ms
2796,92,126,218.023535671,21.923337MeV,7.640587MeV,510 µs
2797,92,127,219.02491916,23.212048MeV,7.636669MeV,42 µs
2798,92,128,220.024723,23.029MeV,7.639MeV,60.00000000002 ns
2799,92,129,221.026399,24.591MeV,7.634MeV,700 ns
2800,92,130,222.026086,24.299MeV,7.638MeV,1 µs
2801,92,131,223.0277386,25.83834MeV,7.632688MeV,18 µs
2802,92,132,224.027604778,25.713685MeV,7.635203MeV,900 µs
2803,92,133,225.029390717,27.377277MeV,7.629747MeV,84 ms
2804,92,134,226.029338702,27.328826MeV,7.631916MeV,350 ms
2805,92,135,227.031156367,29.02197MeV,7.626393MeV,1.1 m
2806,92,136,228.031374006,29.224699MeV,7.627455MeV,9.166666666667 m
2807,92,137,229.033505939,31.210582MeV,7.620721MeV,58.33333333333 m
2808,92,138,230.033939784,31.614706MeV,7.620923MeV,20.83333333333 d
2809,92,139,231.036293704,33.807368MeV,7.613381MeV,4.166666666667 d
2810,92,140,232.037156152,34.610734MeV,7.611892MeV,68.81024860477 y
2811,92,141,233.039635207,36.919958MeV,7.603953MeV,159200 y
2812,92,142,234.040952088,38.146625MeV,7.600708MeV,245500 y
2813,92,143,235.043929918,40.920456MeV,7.590907MeV,7.039573820396×108 y
2814,92,144,236.045568006,42.446325MeV,7.586477MeV,2.342×107 y
2815,92,145,237.048730184,45.391875MeV,7.576094MeV,6.747685185185 d
2816,92,146,238.050788247,47.308948MeV,7.57012MeV,4.471080669711×109 y
2817,92,147,239.054293299,50.573883MeV,7.558557MeV,23.45 m
2818,92,148,240.056591988,52.715098MeV,7.551771MeV,14.11111111111 h
2819,92,149,241.06033,56.197MeV,7.539MeV,5 m
2820,92,150,242.062931,58.62MeV,7.532MeV,16.83333333333 m
2821,93,132,225.033913933,31.590626MeV,7.607544MeV,2 µs
2822,93,133,226.035145,32.738MeV,7.605MeV,35 ms
2823,93,134,227.034956789,32.56204MeV,7.607351MeV,510 ms
2824,93,135,228.03618,33.701MeV,7.604MeV,1.023333333333 m
2825,93,136,229.036263808,33.779521MeV,7.606087MeV,4 m
2826,93,137,230.037827597,35.236181MeV,7.601776MeV,4.666666666667 m
2827,93,138,231.038245085,35.625068MeV,7.602125MeV,48.83333333333 m
2828,93,139,232.040108,37.361MeV,7.597MeV,14.7 m
2829,93,140,233.040740546,37.949575MeV,7.596176MeV,36.16666666667 m
2830,93,141,234.042895038,39.956471MeV,7.58963MeV,4.398148148148 d
2831,93,142,235.044063267,41.044669MeV,7.587049MeV,1.085109081684 y
2832,93,143,236.0465696,43.379304MeV,7.579209MeV,153000 y
2833,93,144,237.048173444,44.873275MeV,7.574982MeV,2.144×106 y
2834,93,145,238.050946405,47.456272MeV,7.566214MeV,2.116898148148 d
2835,93,146,239.052939025,49.312385MeV,7.560561MeV,2.356481481481 d
2836,93,147,240.056162182,52.314736MeV,7.55018MeV,1.030555555556 h
2837,93,148,241.058252431,54.261791MeV,7.544263MeV,13.9 m
2838,93,149,242.06164118,57.41839MeV,7.533397MeV,2.166666666667 m
2839,93,150,243.064279,59.875MeV,7.525MeV,1.85 m
2840,93,151,244.06785,63.202MeV,7.514MeV,2.29 m
2841,94,134,228.038742328,36.088247MeV,7.590489MeV,1.1 s
2842,94,135,229.040150212,37.399683MeV,7.586862MeV,1.5 m
2843,94,136,230.039649886,36.933632MeV,7.590994MeV,1.7 m
2844,94,137,231.041101107,38.285435MeV,7.587222MeV,8.666666666667 m
2845,94,138,232.041187097,38.365534MeV,7.588963MeV,33.8 m
2846,94,139,233.042997375,40.051797MeV,7.583796MeV,20.9 m
2847,94,140,234.043317076,40.349597MeV,7.584607MeV,8.888888888889 h
2848,94,141,235.04528605,42.183684MeV,7.578873MeV,25.33333333333 m
2849,94,142,236.046057964,42.902718MeV,7.577913MeV,2.858 y
2850,94,143,237.048409658,45.093307MeV,7.570752MeV,45.25462962963 d
2851,94,144,238.049559894,46.164745MeV,7.568354MeV,87.83612379503 y
2852,94,145,239.052163381,48.589877MeV,7.560311MeV,24110 y
2853,94,146,240.053813545,50.126995MeV,7.556036MeV,6561 y
2854,94,147,241.056851456,52.956791MeV,7.546432MeV,14.29 y
2855,94,148,242.058742611,54.71839MeV,7.541321MeV,374175.5454084 y
2856,94,149,243.062003092,57.755509MeV,7.531004MeV,4.955555555556 h
2857,94,150,244.064203907,59.805555MeV,7.524817MeV,7.927447995941×107 y
2858,94,151,245.067747154,63.106068MeV,7.513576MeV,10.5 h
2859,94,152,246.070204627,65.39519MeV,7.506538MeV,10.84027777778 d
2860,94,153,247.07407,68.996MeV,7.494MeV,2.268518518519 d
2861,95,136,231.04556,42.439MeV,7.566MeV,30 s
2862,95,137,232.04659,43.398MeV,7.564MeV,1.31 m
2863,95,138,233.046348,43.173MeV,7.567MeV,3.166666666667 m
2864,95,139,234.047809,44.534MeV,7.563MeV,2.316666666667 m
2865,95,140,235.047946,44.662MeV,7.565MeV,9.833333333333 m
2866,95,141,236.049579,46.183MeV,7.561MeV,3.6 m
2867,95,142,237.049996,46.571MeV,7.561MeV,1.222222222222 h
2868,95,143,238.051984324,48.423087MeV,7.555578MeV,1.638888888889 h
2869,95,144,239.053024479,49.391985MeV,7.553681MeV,11.88888888889 h
2870,95,145,240.055300179,51.511785MeV,7.547006MeV,2.118055555556 d
2871,95,146,241.056829144,52.936008MeV,7.543272MeV,432.5215626585 y
2872,95,147,242.059549159,55.469685MeV,7.534984MeV,16.01944444444 h
2873,95,148,243.06138108,57.176109MeV,7.530169MeV,7388.381532217 y
2874,95,149,244.064284847,59.880951MeV,7.521301MeV,10.11111111111 h
2875,95,150,245.066452114,61.899746MeV,7.515306MeV,2.05 h
2876,95,151,246.069774619,64.99464MeV,7.504986MeV,38.33333333333 m
2877,95,152,247.072093,67.154MeV,7.499MeV,23.33333333333 m
2878,95,153,248.075752,70.562MeV,7.487MeV,10 m
2879,95,154,249.07848,73.104MeV,7.479MeV,1 m
2880,96,137,233.050771232,47.293098MeV,7.546002MeV,1 m
2881,96,138,234.050159841,46.723592MeV,7.550681MeV,51 s
2882,96,139,235.051434,47.91MeV,7.548MeV,5 m
2883,96,140,236.051413,47.89MeV,7.55MeV,10 m
2884,96,141,237.052901,49.277MeV,7.546MeV,20 m
2885,96,142,238.053028697,49.395914MeV,7.548203MeV,2.388888888889 h
2886,96,143,239.054957,51.192MeV,7.543MeV,2.9 h
2887,96,144,240.055529539,51.725434MeV,7.542856MeV,26.62037037037 d
2888,96,145,241.057653001,53.703425MeV,7.536841MeV,32.75462962963 d
2889,96,146,242.058835824,54.805218MeV,7.534497MeV,162.8472222222 d
2890,96,147,243.061389114,57.183593MeV,7.526918MeV,29.1095890411 y
2891,96,148,244.062752578,58.453651MeV,7.523944MeV,18.10629122273 y
2892,96,149,245.065491249,61.004706MeV,7.515766MeV,8561.643835616 y
2893,96,150,246.067223662,62.618439MeV,7.511465MeV,4756.468797565 y
2894,96,151,247.07035354,65.533901MeV,7.501928MeV,1.560121765601×107 y
2895,96,152,248.072348508,67.392202MeV,7.496731MeV,348807.7118214 y
2896,96,153,249.075953413,70.75015MeV,7.485552MeV,1.069166666667 h
2897,96,154,250.078356959,72.989038MeV,7.47894MeV,8304.794520548 y
2898,96,155,251.082284605,76.647617MeV,7.466724MeV,16.83333333333 m
2899,96,156,252.08487,79.056MeV,7.46MeV,2 d
2900,97,138,235.05658,52.704MeV,7.524MeV,20 s
2901,97,139,236.05733,53.403MeV,7.523MeV,1 m
2902,97,140,237.057003,53.098MeV,7.527MeV,1 m
2903,97,141,238.058281,54.288MeV,7.524MeV,2.4 m
2904,97,142,239.058279,54.287MeV,7.527MeV,3.333333333333 m
2905,97,143,240.059759,55.665MeV,7.523MeV,4.833333333333 m
2906,97,144,241.06023,56.103MeV,7.524MeV,4.666666666667 m
2907,97,145,242.061981,57.735MeV,7.519MeV,7 m
2908,97,146,243.063007572,58.691176MeV,7.517495MeV,4.444444444444 h
2909,97,147,244.065180774,60.715501MeV,7.511468MeV,4.35 h
2910,97,148,245.066361616,61.815448MeV,7.509264MeV,4.94212962963 d
2911,97,149,246.068672947,63.968439MeV,7.502797MeV,1.851851851852 d
2912,97,150,247.07030708,65.490624MeV,7.498936MeV,1379.375951294 y
2913,97,151,248.073086,68.08MeV,7.491MeV,9.512937595129 y
2914,97,152,249.074986657,69.849622MeV,7.486027MeV,329.8611111111 d
2915,97,153,250.07831652,72.95137MeV,7.475961MeV,3.211111111111 h
2916,97,154,251.080760172,75.227617MeV,7.469264MeV,55.66666666667 m
2917,97,155,252.08431,78.534MeV,7.459MeV,1.833333333333 m
2918,97,156,253.08688,80.929MeV,7.451MeV,10 m
2919,97,157,254.0906,84.393MeV,7.44MeV,1 m
2920,98,139,237.06207,57.818MeV,7.504MeV,2.1 s
2921,98,140,238.06141,57.203MeV,7.509MeV,21.1 ms
2922,98,141,239.062422,58.145MeV,7.507MeV,39 s
2923,98,142,240.062302,58.034MeV,7.51MeV,57.6 s
2924,98,143,241.063726,59.361MeV,7.507MeV,3.78 m
2925,98,144,242.063701552,59.337614MeV,7.509302MeV,3.7 m
2926,98,145,243.065427,60.945MeV,7.505MeV,10.7 m
2927,98,146,244.066000689,61.479247MeV,7.505132MeV,19.4 m
2928,98,147,245.068048612,63.386875MeV,7.499657MeV,45 m
2929,98,148,246.068805309,64.091733MeV,7.499115MeV,1.4875 d
2930,98,149,247.071000589,66.136624MeV,7.493153MeV,3.111111111111 h
2931,98,150,248.072184861,67.239766MeV,7.491036MeV,333.5 d
2932,98,151,249.074853537,69.725622MeV,7.483383MeV,351 y
2933,98,152,250.076406066,71.171793MeV,7.47995MeV,13.08 y
2934,98,153,251.079586788,74.134617MeV,7.470502MeV,898 y
2935,98,154,252.081625846,76.033987MeV,7.465349MeV,2.645 y
2936,98,155,253.085133145,79.301015MeV,7.454831MeV,17.8125 d
2937,98,156,254.087322909,81.340767MeV,7.449228MeV,60.53240740741 d
2938,98,157,255.091046,84.809MeV,7.438MeV,1.416666666667 h
2939,98,158,256.09344,87.039MeV,7.432MeV,12.3 m
2940,99,141,240.06892,64.199MeV,7.481MeV,1 s
2941,99,142,241.068538,63.843MeV,7.485MeV,8 s
2942,99,143,242.069745,64.967MeV,7.483MeV,13.5 s
2943,99,144,243.069548,64.783MeV,7.486MeV,21 s
2944,99,145,244.070883,66.027MeV,7.483MeV,37 s
2945,99,146,245.071324,66.438MeV,7.484MeV,1.1 m
2946,99,147,246.072896,67.902MeV,7.48MeV,7.666666666667 m
2947,99,148,247.073656,68.61MeV,7.48MeV,4.55 m
2948,99,149,248.075471,70.301MeV,7.476MeV,26.66666666667 m
2949,99,150,249.076411,71.176MeV,7.474MeV,1.703333333333 h
2950,99,151,250.078612,73.227MeV,7.469MeV,8.611111111111 h
2951,99,152,251.079992142,74.512202MeV,7.465881MeV,1.388888888889 d
2952,99,153,252.082978512,77.293987MeV,7.457244MeV,1.292174023338 y
2953,99,154,253.084824697,79.013697MeV,7.452874MeV,20.47453703704 d
2954,99,155,254.088022021,81.991986MeV,7.443584MeV,275.6944444444 d
2955,99,156,255.090273122,84.088873MeV,7.437822MeV,39.81481481481 d
2956,99,157,256.093598,87.186MeV,7.428MeV,25.4 m
2957,99,158,257.095979,89.403MeV,7.422MeV,7.75462962963 d
2958,99,159,258.09952,92.702MeV,7.412MeV,3.333333333333 m
2959,100,142,242.07343,68.4MeV,7.465MeV,800 µs
2960,100,143,243.074353,69.259MeV,7.464MeV,180 ms
2961,100,144,244.074084,69.009MeV,7.468MeV,3.3 ms
2962,100,145,245.075385,70.221MeV,7.465MeV,4.3 s
2963,100,146,246.075299023,70.140589MeV,7.468166MeV,1.1 s
2964,100,147,247.076847,71.583MeV,7.465MeV,29 s
2965,100,148,248.077194714,71.906414MeV,7.46591MeV,36 s
2966,100,149,249.079034,73.619MeV,7.461MeV,2.5968510736 m
2967,100,150,250.079521264,74.073581MeV,7.462084MeV,30 m
2968,100,151,251.081575017,75.98664MeV,7.45689MeV,5.277777777778 h
2969,100,152,252.082466855,76.817382MeV,7.456031MeV,1.05787037037 d
2970,100,153,253.085185236,79.349538MeV,7.448455MeV,3.009259259259 d
2971,100,154,254.08685422,80.904186MeV,7.444786MeV,3.24 h
2972,100,155,255.089962202,83.799253MeV,7.43589MeV,20.06944444444 h
2973,100,156,256.091773117,85.486109MeV,7.431783MeV,2.626666666667 h
2974,100,157,257.095104724,88.589481MeV,7.422196MeV,100.4976851852 d
2975,100,158,258.097076,90.426MeV,7.418MeV,370 µs
2976,100,159,259.100595,93.704MeV,7.407MeV,1.5 s
2977,100,160,260.102678,95.644MeV,7.403MeV,4 ms
2978,101,144,245.080829,75.292MeV,7.441MeV,900 µs
2979,101,145,246.081886,76.276MeV,7.44MeV,1 s
2980,101,146,247.081635,76.043MeV,7.444MeV,1.12 s
2981,101,147,248.082823,77.149MeV,7.442MeV,7 s
2982,101,148,249.083013,77.326MeV,7.443MeV,24 s
2983,101,149,250.08442,78.636MeV,7.441MeV,52 s
2984,101,150,251.084839,79.027MeV,7.442MeV,4 m
2985,101,151,252.08656,80.63MeV,7.438MeV,2.333333333333 m
2986,101,152,253.08728,81.301MeV,7.438MeV,6 m
2987,101,153,254.089656,83.514MeV,7.431MeV,10 m
2988,101,154,255.091082705,84.842994MeV,7.428729MeV,26.66666666667 m
2989,101,155,256.094059025,87.615418MeV,7.420409MeV,1.277777777778 h
2990,101,156,257.095541368,88.996213MeV,7.417569MeV,5.527777777778 h
2991,101,157,258.098431319,91.688184MeV,7.409669MeV,51.50462962963 d
2992,101,158,259.100509,93.624MeV,7.405MeV,1.611111111111 h
2993,101,159,260.103652,96.551MeV,7.396MeV,31.8 d
2994,101,160,261.105721,98.478MeV,7.391MeV,40 m
2995,101,161,262.108865,101.407MeV,7.383MeV,3.333333333333 m
2996,102,146,248.086596,80.664MeV,7.424MeV,2 µs
2997,102,147,249.087833,81.816MeV,7.422MeV,57 µs
2998,102,148,250.08751,81.516MeV,7.426MeV,4.2 µs
2999,102,149,251.089012,82.914MeV,7.423MeV,800 ms
3000,102,150,252.088976521,82.881097MeV,7.42576MeV,2.44 s
3001,102,151,253.090678,84.466MeV,7.422MeV,1.62 m
3002,102,152,254.090955253,84.724274MeV,7.423586MeV,51 s
3003,102,153,255.093241131,86.853555MeV,7.417776MeV,3.1 m
3004,102,154,256.094282666,87.823739MeV,7.416539MeV,2.91 s
3005,102,155,257.09687719,90.240522MeV,7.409683MeV,25 s
3006,102,156,258.098207,91.479MeV,7.407MeV,1.2 ms
3007,102,157,259.101031,94.109MeV,7.4MeV,58.33333333333 m
3008,102,158,260.102643,95.611MeV,7.397MeV,106 ms
3009,102,159,261.105749,98.504MeV,7.388MeV,2.777777777778 h
3010,102,160,262.107301,99.951MeV,7.385MeV,5 ms
3011,102,161,263.110552,102.979MeV,7.376MeV,20 m
3012,102,162,264.112345,104.649MeV,7.373MeV,1 m
3013,103,148,251.09436,87.896MeV,7.4MeV,150 µs
3014,103,149,252.095371,88.837MeV,7.399MeV,360 ms
3015,103,150,253.09521,88.687MeV,7.402MeV,570 ms
3016,103,151,254.096454,89.847MeV,7.4MeV,13 s
3017,103,152,255.096681,90.057MeV,7.402MeV,22 s
3018,103,153,256.098629,91.872MeV,7.398MeV,27 s
3019,103,154,257.099555,92.735MeV,7.397MeV,646 ms
3020,103,155,258.101814,94.839MeV,7.391MeV,4.1 s
3021,103,156,259.102901,95.852MeV,7.39MeV,6.2 s
3022,103,157,260.105504,98.276MeV,7.383MeV,3 m
3023,103,158,261.106883,99.561MeV,7.381MeV,38.33333333333 m
3024,103,159,262.109634,102.123MeV,7.374MeV,4 h
3025,103,160,263.111293,103.669MeV,7.371MeV,5.555555555556 h
3026,103,161,264.114038,106.226MeV,7.364MeV,10 h
3027,103,162,265.115839,107.903MeV,7.36MeV,10 h
3028,103,163,266.119305,111.132MeV,7.351MeV,1.111111111111 h
3029,104,149,253.100689,93.791MeV,7.379MeV,13 ms
3030,104,150,254.100184,93.32MeV,7.384MeV,23 µs
3031,104,151,255.10134,94.397MeV,7.382MeV,1.68 s
3032,104,152,256.101166194,94.235704MeV,7.385381MeV,6.45 ms
3033,104,153,257.10299,95.934MeV,7.381MeV,4.7 s
3034,104,154,258.103489,96.399MeV,7.382MeV,12 ms
3035,104,155,259.105637,98.4MeV,7.377MeV,3.2 s
3036,104,156,260.10644,99.149MeV,7.377MeV,21 ms
3037,104,157,261.108766556,101.315395MeV,7.371396MeV,1.083333333333 m
3038,104,158,262.109925,102.394MeV,7.37MeV,2.3 s
3039,104,159,263.112547,104.837MeV,7.363MeV,10 m
3040,104,160,264.113985,106.176MeV,7.361MeV,1.111111111111 h
3041,104,161,265.116704,108.709MeV,7.354MeV,13.05555555556 h
3042,104,162,266.117956,109.876MeV,7.352MeV,10 h
3043,104,163,267.121529,113.204MeV,7.343MeV,5.555555555556 h
3044,104,164,268.123644,115.174MeV,7.338MeV,1.111111111111 h
3045,105,150,255.107398,100.041MeV,7.357MeV,1.586964544978 s
3046,105,151,256.108127,100.72MeV,7.357MeV,1.586964544978 s
3047,105,152,257.107722,100.342MeV,7.361MeV,1.5 s
3048,105,153,258.109231,101.748MeV,7.359MeV,4 s
3049,105,154,259.10961,102.101MeV,7.36MeV,510 ms
3050,105,155,260.1113,103.676MeV,7.357MeV,1.52 s
3051,105,156,261.112056,104.379MeV,7.357MeV,1.8 s
3052,105,157,262.114084,106.269MeV,7.352MeV,35 s
3053,105,158,263.114988,107.111MeV,7.352MeV,27 s
3054,105,159,264.117404,109.361MeV,7.346MeV,3.333333333333 m
3055,105,160,265.118601,110.476MeV,7.344MeV,15 m
3056,105,161,266.121029,112.738MeV,7.339MeV,20 m
3057,105,162,267.122377,113.994MeV,7.337MeV,1.944444444444 h
3058,105,163,268.125445,116.851MeV,7.329MeV,5.555555555556 h
3059,105,164,269.12746,118.728MeV,7.325MeV,2.777777777778 h
3060,105,165,270.130712,121.757MeV,7.316MeV,1.111111111111 h
3061,106,152,258.113168,105.415MeV,7.341MeV,2.9 ms
3062,106,153,259.1145,106.656MeV,7.339MeV,480 ms
3063,106,154,260.114422071,106.583474MeV,7.342424MeV,3.6 ms
3064,106,155,261.116117,108.162MeV,7.339MeV,230 ms
3065,106,156,262.116398,108.424MeV,7.341MeV,6.9 ms
3066,106,157,263.118322,110.216MeV,7.337MeV,1 s
3067,106,158,264.118931,110.784MeV,7.338MeV,37 ms
3068,106,159,265.121114693,112.817611MeV,7.332652MeV,8 s
3069,106,160,266.122065,113.703MeV,7.332MeV,21 s
3070,106,161,267.124425,115.901MeV,7.327MeV,19 ms
3071,106,162,268.125606,117.001MeV,7.325MeV,30 s
3072,106,163,269.128755,119.934MeV,7.317MeV,35 s
3073,106,164,270.130329,121.4MeV,7.315MeV,10 m
3074,106,165,271.133472,124.329MeV,7.307MeV,1.944444444444 h
3075,106,166,272.135158,125.898MeV,7.304MeV,1.111111111111 h
3076,106,167,273.13822,128.751MeV,7.296MeV,1 m
3077,107,153,260.12197,113.614MeV,7.312MeV,300 µs
3078,107,154,261.121664,113.329MeV,7.316MeV,12 ms
3079,107,155,262.122892,114.473MeV,7.315MeV,290 ms
3080,107,156,263.123035,114.606MeV,7.317MeV,200 µs
3081,107,157,264.124604,116.068MeV,7.315MeV,440 ms
3082,107,158,265.125147,116.574MeV,7.316MeV,900 ms
3083,107,159,266.126942,118.246MeV,7.312MeV,5 s
3084,107,160,267.12765,118.906MeV,7.312MeV,22 s
3085,107,161,268.129755,120.866MeV,7.308MeV,25 s
3086,107,162,269.130694,121.741MeV,7.308MeV,25 s
3087,107,163,270.133616,124.463MeV,7.3MeV,30 s
3088,107,164,271.135179,125.919MeV,7.298MeV,40 s
3089,107,165,272.138032,128.576MeV,7.291MeV,1.666666666667 m
3090,107,166,273.139618,130.053MeV,7.288MeV,1.5 h
3091,107,167,274.14244,132.682MeV,7.282MeV,1.5 h
3092,107,168,275.14425,134.368MeV,7.278MeV,40 m
3093,108,155,263.128558,119.751MeV,7.295MeV,1 ms
3094,108,156,264.128394885,119.599066MeV,7.298239MeV,800 µs
3095,108,157,265.130085,121.173MeV,7.295MeV,2 ms
3096,108,158,266.130097,121.185MeV,7.298MeV,2.3 ms
3097,108,159,267.131789,122.761MeV,7.295MeV,52 ms
3098,108,160,268.132162,123.108MeV,7.297MeV,2 s
3099,108,161,269.134056,124.872MeV,7.293MeV,27 s
3100,108,162,270.13465,125.426MeV,7.294MeV,3.6 s
3101,108,163,271.137657,128.226MeV,7.286MeV,40 s
3102,108,164,272.139052,129.526MeV,7.284MeV,40 s
3103,108,165,273.141986,132.259MeV,7.277MeV,50 s
3104,108,166,274.143131,133.325MeV,7.276MeV,1 m
3105,108,167,275.145952,135.953MeV,7.27MeV,30 m
3106,108,168,276.147208,137.123MeV,7.268MeV,1.111111111111 h
3107,108,169,277.149841,139.576MeV,7.262MeV,40 m
3108,109,156,265.136151,126.824MeV,7.271MeV,2 ms
3109,109,157,266.137299,127.893MeV,7.27MeV,1.2 ms
3110,109,158,267.137307,127.901MeV,7.273MeV,9.954595782134 ms
3111,109,159,268.138728,129.224MeV,7.271MeV,53 ms
3112,109,160,269.139055,129.529MeV,7.273MeV,200 ms
3113,109,161,270.140657,131.021MeV,7.27MeV,2 s
3114,109,162,271.141139,131.47MeV,7.272MeV,5 s
3115,109,163,272.143738,133.891MeV,7.266MeV,9.9 s
3116,109,164,273.144913,134.986MeV,7.264MeV,20 s
3117,109,165,274.147492,137.388MeV,7.259MeV,20 s
3118,109,166,275.148647,138.463MeV,7.258MeV,30 s
3119,109,167,276.151156,140.801MeV,7.252MeV,40 s
3120,109,168,277.15242,141.978MeV,7.251MeV,1 m
3121,109,169,278.154812,144.207MeV,7.246MeV,30 m
3122,109,170,279.156193,145.493MeV,7.244MeV,6.666666666667 m
3123,110,157,267.144341,134.453MeV,7.245MeV,10 µs
3124,110,158,268.143795,133.944MeV,7.25MeV,100 µs
3125,110,159,269.145124,135.183MeV,7.249MeV,230 µs
3126,110,160,270.14472,134.806MeV,7.253MeV,100 µs
3127,110,161,271.146062,136.056MeV,7.252MeV,1.63 ms
3128,110,162,272.146317,136.293MeV,7.254MeV,1 s
3129,110,163,273.148863,138.665MeV,7.248MeV,170 µs
3130,110,164,274.149492,139.251MeV,7.249MeV,2 s
3131,110,165,275.152176,141.751MeV,7.243MeV,2 s
3132,110,166,276.153034,142.551MeV,7.243MeV,5 s
3133,110,167,277.155647,144.984MeV,7.237MeV,5 s
3134,110,168,278.156469,145.75MeV,7.237MeV,9.9 s
3135,110,169,279.158861,147.978MeV,7.232MeV,9.9 s
3136,110,170,280.159795,148.848MeV,7.232MeV,11 s
3137,110,171,281.162061,150.959MeV,7.228MeV,4 m
3138,111,161,272.153615,143.091MeV,7.226MeV,2 ms
3139,111,162,273.153682,143.154MeV,7.229MeV,5 ms
3140,111,163,274.155713,145.046MeV,7.225MeV,5 ms
3141,111,164,275.156142,145.445MeV,7.227MeV,9.954595782134 ms
3142,111,165,276.158493,147.636MeV,7.222MeV,100 ms
