,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life,Half-life Magnitude,Half-life Time
342,19,36,54.99971,-0.27,7.806,0.003,-3.0,2.1590404182398877
343,20,14,34.01412,13.153,7.224,3.500000000001e-08,-8.0,0.03500000000001
344,20,15,35.00494,4.602,7.493,0.0257,-2.0,2.4699777077770984
345,20,16,35.993087063,-6.439359,7.815551,0.10200000000000001,-1.0,2.669533390587306
346,20,17,36.985870269,-13.16176,8.00415,0.1811,-1.0,2.7526394834380197
347,20,18,37.976318452,-22.05922,8.240062,0.44,-1.0,2.8811508921620623
348,20,19,38.970719725,-27.2744,8.369457,0.8596,-1.0,2.978098802273135
349,20,20,39.962590983,-34.846275,8.551301,9.462e+28,28.0,7.39122779693846
350,20,21,40.962278062,-35.137759,8.546703,3220408422120.058,12.0,7.09124574047868
351,20,22,41.958618014,-38.547072,8.616559,2.486929000002984e+62,62.0,8.0
352,20,23,42.958766628,-38.408639,8.600659,2.486929000002984e+62,62.0,8.0
353,20,24,43.955481754,-41.468479,8.65817,2.486929000002984e+62,62.0,8.0
354,20,25,44.956186566,-40.81195,8.63054,14049504.000000002,7.0,6.862956487327038
355,20,26,45.953692587,-43.135077,8.668885,8.8312e+22,22.0,7.281386112421384
356,20,27,46.954546006,-42.340123,8.639257,391900.000000032,5.0,6.256278870424337
357,20,28,47.952534177,-44.214129,8.666467,5.9926e+26,26.0,7.351182377533339
358,20,29,48.955674148,-41.289265,8.59463,523.09999999998,2.0,4.528882719870356
359,20,30,49.957518962,-39.570832,8.549795,13.9,1.0,3.6428107845198685
360,20,31,50.961499214,-35.863251,8.467716,10.0,1.0,3.5623818557528475
361,20,32,51.9651,-32.509141,8.39559,4.6,0.0,3.3727229792958173
362,20,33,52.97005,-27.898,8.302,0.09,-2.0,2.6514141698131084
363,20,34,53.97435,-23.893,8.224,3.0000000000000004e-07,-7.0,0.30000000000000004
364,20,35,54.98055,-18.118,8.116,0.03,-2.0,2.4923737515732207
365,20,36,55.98557,-13.441,8.032,0.01,-2.0,2.3333333333333335
366,20,37,56.992356,-7.12,7.922,0.005,-3.0,2.2329900014453394
367,21,15,36.01492,13.898,7.229,,,
368,21,16,37.00305,2.841,7.55,,,
369,21,17,37.9947,-4.937,7.769,3.0000000000000004e-07,-7.0,0.30000000000000004
370,21,18,38.984790002,-14.168021,8.013336,3.0000000000000004e-07,-7.0,0.30000000000000004
371,21,19,39.977967407,-20.523228,8.173666,0.18230000000000002,-1.0,2.7535955562183254
372,21,20,40.969251125,-28.642392,8.369198,0.5962999999999999,-1.0,2.9251549364485796
373,21,21,41.965516429,-32.121239,8.444935,0.6813,-1.0,2.9444461296464657
374,21,22,42.961150658,-36.187929,8.530821,14010.0000000012,4.0,5.427569068186037
375,21,23,43.959402752,-37.816093,8.557381,14299.9999999992,4.0,5.434015836557661
376,21,24,44.955911909,-41.067792,8.61884,2.486929000002984e+62,62.0,8.0
377,21,25,45.95517189,-41.757115,8.621922,7238999.999999808,6.0,6.750564020540835
378,21,26,46.952407508,-44.332121,8.664995,289370.000000016,5.0,6.204871101618337
379,21,27,47.952231468,-44.496101,8.656043,157199.9999999616,5.0,6.10144773176798
380,21,28,48.950023975,-46.552368,8.686074,3430.0000000001996,3.0,4.988185267861798
381,21,29,49.952187685,-44.536885,8.633469,102.49999999997999,2.0,4.130794618825517
382,21,30,50.953603368,-43.218184,8.59659,12.4,1.0,3.614920516421944
383,21,31,51.956675468,-40.356541,8.531457,8.2,0.0,3.5139123301162134
384,21,32,52.95961,-37.623,8.471,3.0,0.0,3.2683243366483707
385,21,33,53.963264561,-34.218841,8.400753,0.36,-1.0,2.8521008335890956
386,21,34,54.968243949,-29.580571,8.310432,0.105,-1.0,2.673729766356646
387,21,35,55.97287,-25.271,8.229,0.035,-2.0,2.5146893481167587
388,21,36,56.97779,-20.688,8.146,0.013000000000000001,-2.0,2.3713144507689456
389,21,37,57.98371,-15.174,8.05,0.012,-2.0,2.359727082015875
390,21,38,58.98922,-10.042,7.963,0.01,-2.0,2.3333333333333335
391,21,39,59.99571,-3.996,7.864,0.003,-3.0,2.1590404182398877
392,22,16,38.00977,9.101,7.379,1.2000000000000002e-07,-7.0,0.12000000000000002
393,22,17,39.00161,1.5,7.592,0.031,-2.0,2.497120564611424
394,22,18,39.990498838,-8.850275,7.862283,0.0533,-2.0,2.5755757363421905
395,22,19,40.983145,-15.7,8.034,0.08040000000000001,-2.0,2.635085349582817
396,22,20,41.973030902,-25.121552,8.259649,0.199,-1.0,2.7662843588032358
397,22,21,42.968522499,-29.321103,8.352933,0.509,-1.0,2.9022392607789196
398,22,22,43.959690069,-37.548459,8.533518,1900240994.418991,9.0,7.032424480753376
399,22,23,44.958125616,-39.005737,8.555631,11090.000000001599,4.0,5.354024826501185
400,22,24,45.952631555,-44.123422,8.656356,2.486929000002984e+62,62.0,8.0
401,22,25,46.951763088,-44.932394,8.661121,2.486929000002984e+62,62.0,8.0
402,22,26,47.947946281,-48.487727,8.722903,2.486929000002984e+62,62.0,8.0
403,22,27,48.947869982,-48.558799,8.711055,2.486929000002984e+62,62.0,8.0
404,22,28,49.944791194,-51.426672,8.755618,2.486929000002984e+62,62.0,8.0
405,22,29,50.946614955,-49.727849,8.70889,346.00000000002,2.0,4.427930328336797
406,22,30,51.946897311,-49.464837,8.691571,102.0,2.0,4.129600292060956
407,22,31,52.949727171,-46.828839,8.630132,32.7,1.0,3.8517541757673968
408,22,32,53.951052401,-45.594395,8.596924,1.5,0.0,3.0990305290495894
409,22,33,54.955265056,-41.670332,8.516021,1.3,0.0,3.0640796739210194
410,22,34,55.958199639,-38.936785,8.459266,0.2,-1.0,2.7670099985546606
411,22,35,56.963989137,-33.543903,8.357848,0.06,-2.0,2.5927170834612143
412,22,36,57.96697,-30.767,8.305,0.059000000000000004,-2.0,2.590284003880715
413,22,37,58.97293,-25.216,8.207,0.03,-2.0,2.4923737515732207
414,22,38,59.97676,-21.648,8.145,0.022,-2.0,2.4474742269407352
415,22,39,60.9832,-15.649,8.046,0.01,-2.0,2.3333333333333335
416,22,40,61.98749,-11.653,7.982,0.01,-2.0,2.3333333333333335
417,22,41,62.99442,-5.198,7.881,0.003,-3.0,2.1590404182398877
418,23,17,40.01109,10.33,7.363,,,
419,23,18,40.99978,-0.205,7.637,,,
420,23,19,41.99123,-8.169,7.837,5.5e-08,-8.0,0.05500000000000001
421,23,20,42.98065,-18.024,8.072,0.8,-1.0,2.9676966623306478
422,23,21,43.97411,-24.11638,8.210463,0.111,-1.0,2.6817743262622193
423,23,22,44.965775808,-31.879629,8.379887,0.547,-1.0,2.912662442111144
424,23,23,45.960200481,-37.073013,8.486079,0.4225,-1.0,2.875275571095237
425,23,24,46.95490894,-42.002051,8.582127,1960.0000000001999,3.0,4.85150507902306
426,23,25,47.952253707,-44.475385,8.623013,1380109.9999999679,6.0,6.469657460672077
427,23,26,48.948516101,-47.956943,8.682806,28499999.99999904,7.0,6.982842809447468
428,23,27,49.947158485,-49.221554,8.695869,4.4155999999999995e+24,24.0,7.3123345146432674
429,23,28,50.943959507,-52.201383,8.742051,2.486929000002984e+62,62.0,8.0
430,23,29,51.944775479,-51.44131,8.714535,224.59999999998,2.0,4.32239017992315
431,23,30,52.944337979,-51.848839,8.710088,96.0,1.0,4.114793374642278
432,23,31,53.946439854,-49.890954,8.662002,49.8,1.0,3.954490987419396
433,23,32,54.947233701,-49.151491,8.637817,6.54,0.0,3.4586661276133306
434,23,33,55.950530966,-46.080109,8.572855,0.216,-1.0,2.7781512503836434
435,23,34,56.952561432,-44.188742,8.530874,0.35000000000000003,-1.0,2.8480226814500917
436,23,35,57.956834136,-40.208743,8.45433,0.185,-1.0,2.755723909467671
437,23,36,58.960207407,-37.066562,8.394581,0.075,-2.0,2.6250204211305666
438,23,37,59.965026862,-32.577268,8.314372,0.068,-2.0,2.610836304235412
439,23,38,60.96848,-29.361,8.258,0.047,-2.0,2.557365952645239
440,23,39,61.97378,-24.424,8.175,1.5000000000000002e-07,-7.0,0.15000000000000002
441,23,40,62.97755,-20.912,8.118,0.017,-2.0,2.4101496404594247
442,23,41,63.98347,-15.398,8.032,0.019,-2.0,2.4262512003176098
443,23,42,64.98792,-11.252,7.968,0.01,-2.0,2.3333333333333335
444,24,18,42.00643,5.99,7.482,0.013000000000000001,-2.0,2.3713144507689456
445,24,19,42.99771,-2.133,7.684,0.0216,-2.0,2.4448179170503104
446,24,20,43.985549,-13.461,7.951,0.053,-2.0,2.574758623200263
447,24,21,44.97964,-18.965218,8.075515,0.0609,-2.0,2.594872430877625
448,24,22,45.968358635,-29.473742,8.30387,0.26,-1.0,2.8049911159902727
449,24,23,46.962900046,-34.558385,8.407106,0.5,-1.0,2.8996566681120064
450,24,24,47.954031716,-42.81918,8.57221,77619.99999999601,4.0,5.966280448478883
451,24,25,48.951335721,-45.330484,8.613239,2539.9999999998004,3.0,4.9148167040825665
452,24,26,49.946044205,-50.259499,8.700981,4.1002e+25,25.0,7.32996421829847
453,24,27,50.944767431,-51.448807,8.711954,2393500.00000032,6.0,6.562980020492359
454,24,28,51.940507472,-55.416933,8.775944,2.486929000002984e+62,62.0,8.0
455,24,29,52.940649386,-55.284741,8.760155,2.486929000002984e+62,62.0,8.0
456,24,30,53.938880395,-56.932545,8.777914,2.486929000002984e+62,62.0,8.0
457,24,31,54.940839672,-55.107491,8.731884,209.80000000002002,2.0,4.3057412767089644
458,24,32,55.940653139,-55.281245,8.723191,355.99999999998,2.0,4.434889184720571
459,24,33,56.943613013,-52.52414,8.663384,21.1,1.0,3.744752424751254
460,24,34,57.944353129,-51.834726,8.64129,7.0,0.0,3.475267804036312
461,24,35,58.948586367,-47.89149,8.564795,0.46,-1.0,2.8875859438938583
462,24,36,59.950076033,-46.503876,8.533443,0.5700000000000001,-1.0,2.9186249518908305
463,24,37,60.954717204,-42.180653,8.454995,0.27,-1.0,2.8104545880529956
464,24,38,61.95661319,-40.414553,8.420321,0.19,-1.0,2.759584533650943
465,24,39,62.96186,-35.527,8.337,0.129,-1.0,2.703529903433083
466,24,40,63.96441,-33.152,8.296,0.043000000000000003,-2.0,2.5444894851931954
467,24,41,64.97016,-27.796,8.211,0.027,-2.0,2.4771212547196626
468,24,42,65.97338,-24.796,8.163,0.01,-2.0,2.3333333333333335
469,24,43,66.97955,-19.049,8.075,0.01,-2.0,2.3333333333333335
470,25,19,44.00687,6.399,7.481,1.05e-07,-7.0,0.10500000000000001
471,25,20,44.99451,-5.114,7.75,7.000000000002e-08,-8.0,0.07000000000002
472,25,21,45.98672,-12.37,7.915,0.03462468098134,-2.0,2.5131285935555097
473,25,22,46.9761,-22.263,8.129,0.1,-1.0,2.6666666666666665
474,25,23,47.96852,-29.323431,8.27475,0.1581,-1.0,2.732977289977403
475,25,24,48.959618005,-37.615586,8.439826,0.382,-1.0,2.8606877876372363
476,25,25,49.95423823,-42.626814,8.53268,0.28329000000000004,-1.0,2.817410414801941
477,25,26,50.948210787,-48.241341,8.633723,2770.0000000001996,3.0,4.935988160918117
478,25,27,51.945565464,-50.705444,8.670294,483099.99999998405,5.0,6.2917399901381605
479,25,28,52.941290117,-54.687904,8.734133,120015220700160.08,14.0,7.119868970778676
480,25,29,53.940358854,-55.55537,8.737923,26967168.0,7.0,6.97347248351043
481,25,30,54.938045141,-57.71058,8.764988,2.486929000002984e+62,62.0,8.0
482,25,31,55.93890491,-56.90971,8.7383,9284.0000000004,3.0,5.298093957346987
483,25,32,56.938285378,-57.4868,8.736723,85.39999999998,1.0,4.086216861626469
484,25,33,57.939981549,-55.906827,8.69801,3.0,0.0,3.2683243366483707
485,25,34,58.940440237,-55.479562,8.680146,4.59,0.0,3.372191446253221
486,25,35,59.942911246,-53.177832,8.631637,51.0,1.0,3.9603064844621745
487,25,36,60.944652638,-51.555736,8.595859,0.67,-1.0,2.9420249342336087
488,25,37,61.94842822,-48.038804,8.530674,0.88,-1.0,2.9814942240500564
489,25,38,62.95023999,-46.351151,8.496595,0.29,-1.0,2.820799332632985
490,25,39,63.95424909,-42.616698,8.431599,0.0888,-2.0,2.649470988592867
491,25,40,64.956336065,-40.672693,8.396148,0.091,-2.0,2.6530137974403645
492,25,41,65.96108,-36.254,8.324,0.06440000000000001,-2.0,2.602961955786604
493,25,42,66.96414,-33.403,8.278,0.047,-2.0,2.557365952645239
494,25,43,67.9693,-28.597,8.204,0.028,-2.0,2.4823860104474065
495,25,44,68.97284,-25.299,8.154,0.014,-2.0,2.3820426785594124
496,26,19,45.014578,13.579,7.318,0.00189,-3.0,2.092153934724415
497,26,20,46.00081,0.755,7.613,0.012,-2.0,2.359727082015875
498,26,21,46.99289,-6.623,7.779,0.0218,-2.0,2.446152164534868
499,26,22,47.980504,-18.16,8.026,0.044,-2.0,2.5478175588287293
500,26,23,48.97361,-24.582,8.158,0.0648,-2.0,2.6038583352901976
501,26,24,49.962988982,-34.475541,8.354008,0.155,-1.0,2.730110566056764
502,26,25,50.956819538,-40.222341,8.461147,0.305,-1.0,2.8280999464489285
503,26,26,51.948113875,-48.331615,8.609598,29790.0,4.0,5.664947491160577
504,26,27,52.945307942,-50.945323,8.648757,511.00000000002,2.0,4.523166771977568
505,26,28,53.939610501,-56.252456,8.736344,2.486929000002984e+62,62.0,8.0
506,26,29,54.938293357,-57.479368,8.74656,86324980.0,7.0,7.007966391978004
507,26,30,55.934937475,-60.605352,8.790323,2.486929000002984e+62,62.0,8.0
508,26,31,56.935393969,-60.18013,8.770249,2.486929000002984e+62,62.0,8.0
509,26,32,57.933275558,-62.153418,8.792221,2.486929000002984e+62,62.0,8.0
510,26,33,58.934875464,-60.663114,8.754743,3844399.999999968,6.0,6.643296810042721
511,26,34,59.934071683,-61.411832,8.755831,82000399543383.45,13.0,7.116855676952055
512,26,35,60.936745281,-58.921391,8.703782,358.99999999998,2.0,4.436938757615261
513,26,36,61.936767442,-58.900749,8.693248,67.99999999998,1.0,4.030569763011295
514,26,37,62.940369091,-55.545834,8.630124,6.1,0.0,3.441655249991433
515,26,38,63.941201265,-54.770668,8.60928,2.0,0.0,3.1692938075987813
516,26,39,64.94538027,-50.877951,8.541116,1.3,0.0,3.0640796739210194
517,26,40,65.946780638,-49.573517,8.514234,0.44,-1.0,2.8811508921620623
518,26,41,66.950947244,-45.692348,8.449695,0.6,-1.0,2.926050416794548
519,26,42,67.9537,-43.128173,8.406422,0.187,-1.0,2.7572805355121663
520,26,43,68.95878,-38.396,8.333,0.109,-1.0,2.679142165980208
521,26,44,69.96146,-35.9,8.294,0.094,-2.0,2.657709284533233
522,26,45,70.96672,-31.0,8.221,1.5000000000000002e-07,-7.0,0.15000000000000002
523,26,46,71.96962,-28.299,8.182,1.5000000000000002e-07,-7.0,0.15000000000000002
524,27,20,47.01149,10.703,7.394,,,
525,27,21,48.00176,1.639,7.597,,,
526,27,22,48.98972,-9.576,7.836,3.500000000001e-08,-8.0,0.03500000000001
527,27,23,49.98154,-17.195,7.993,0.044,-2.0,2.5478175588287293
528,27,24,50.97072,-27.274,8.192,2.0000000000000002e-07,-7.0,0.20000000000000004
529,27,25,51.96359,-33.916,8.317,0.115,-1.0,2.6868992801178706
530,27,26,52.954218896,-42.644824,8.477382,0.24,-1.0,2.793403747237202
531,27,27,53.948459635,-48.009541,8.569209,0.19328,-1.0,2.7620623056470124
532,27,28,54.941999029,-54.027557,8.669575,63110.000000016,4.0,5.901163272561932
533,27,29,55.939839278,-56.039352,8.694817,6673000.00000032,6.0,6.736764875147225
534,27,30,56.936291373,-59.344204,8.741858,23477999.99999904,7.0,6.949987953981113
535,27,31,57.935752814,-59.845868,8.738947,6121999.999999872,6.0,6.722157723830263
536,27,32,58.933195048,-62.228412,8.768013,2.486929000002984e+62,62.0,8.0
537,27,33,59.933817059,-61.649012,8.746745,166371099.69557846,8.0,7.013156878602816
538,27,34,60.932475763,-62.898422,8.756154,5940.0,3.0,5.157572940750869
539,27,35,61.934050563,-61.431505,8.721448,90.0,1.0,4.09903052904959
540,27,36,62.933611611,-61.840387,8.717619,27.4,1.0,3.808564829628631
541,27,37,63.935809908,-59.792686,8.675525,0.3,-1.0,2.825707084906554
542,27,38,64.93647846,-59.169934,8.656649,1.2,0.0,3.044530096093086
543,27,39,65.939762004,-56.111332,8.601438,0.1803368801111,-1.0,2.752028183987623
544,27,40,66.940889529,-55.061049,8.57785,0.425,-1.0,2.876129643350104
545,27,41,67.944873058,-51.350415,8.515833,0.2,-1.0,2.7670099985546606
546,27,42,68.94632,-50.002598,8.489857,0.22,-1.0,2.7808075602740687
547,27,43,69.951,-45.643206,8.421601,0.11900000000000001,-1.0,2.6918489871308435
548,27,44,70.9529,-43.873368,8.39174,0.079,-2.0,2.6325423637634806
549,27,45,71.95781,-39.3,8.324,0.062,-2.0,2.597463896499418
550,27,46,72.96024,-37.036,8.289,0.041,-2.0,2.5375946189065783
551,27,47,73.96538,-32.248,8.222,1.5000000000000002e-07,-7.0,0.15000000000000002
552,27,48,74.96833,-29.5,8.183,1.5000000000000002e-07,-7.0,0.15000000000000002
553,28,20,48.01975,18.397,7.232,5.000000000000001e-07,-7.0,0.5000000000000001
554,28,21,49.00966,8.998,7.441,0.0075,-3.0,2.2916870877972335
555,28,22,49.99593,-3.791,7.709,0.012,-2.0,2.359727082015875
556,28,23,50.98772,-11.439,7.866,2.0000000000000002e-07,-7.0,0.20000000000000004
557,28,24,51.97568,-22.654,8.086,0.038,-2.0,2.5265945322056034
558,28,25,52.96847,-29.37,8.212,0.045,-2.0,2.5510708379251144
559,28,26,53.957905495,-39.210779,8.391781,0.10400000000000001,-1.0,2.672344446432927
560,28,27,54.951330251,-45.335579,8.497315,0.2047,-1.0,2.770372614220835
561,28,28,55.942132022,-53.903674,8.642709,524899.9999999583,5.0,6.305805335978027
562,28,29,56.939793526,-56.081969,8.670901,127999.9999999584,5.0,6.0666185468244835
563,28,30,57.935342907,-60.227694,8.732041,2.486929000002984e+62,62.0,8.0
564,28,31,58.934346705,-61.15565,8.73657,2397040000000.0,12.0,7.0889098021390025
565,28,32,59.930786372,-64.472079,8.780757,2.486929000002984e+62,62.0,8.0
566,28,33,60.931056033,-64.220892,8.765009,2.486929000002984e+62,62.0,8.0
567,28,34,61.928345115,-66.746096,8.794549,2.486929000002984e+62,62.0,8.0
568,28,35,62.929669374,-65.512556,8.763489,3157154000.0,9.0,7.036440868874586
569,28,36,63.927965959,-67.099277,8.777467,2.486929000002984e+62,62.0,8.0
570,28,37,64.930084304,-65.126052,8.736246,9061.8999999984,3.0,5.290474930542368
571,28,38,65.929139334,-66.006285,8.739508,197000.0000000352,5.0,6.13970006654907
572,28,39,66.931569414,-63.74268,8.69575,21.0,1.0,3.743592140684683
573,28,40,67.931868789,-63.463815,8.682466,29.0,1.0,3.822426099907664
574,28,41,68.935610269,-59.978648,8.623099,11.4,1.0,3.594384111648793
575,28,42,69.9365,-59.14987,8.603377,6.0,0.0,3.4376181442471525
576,28,43,70.940736283,-55.203797,8.540304,2.56,0.0,3.229586749284556
577,28,44,71.942092682,-53.940319,8.516242,1.57,0.0,3.1101704100632426
578,28,45,72.94647,-49.863,8.454,0.84,-1.0,2.974759762020627
579,28,46,73.94807,-48.372,8.429,0.68,-1.0,2.9441696375687454
580,28,47,74.95287,-43.901,8.365,0.6,-1.0,2.926050416794548
581,28,48,75.95533,-41.61,8.331,0.23800000000000002,-1.0,2.792192319018837
582,28,49,76.96055,-36.747,8.264,1.5000000000000002e-07,-7.0,0.15000000000000002
583,28,50,77.96318,-34.298,8.23,1.5000000000000002e-07,-7.0,0.15000000000000002
584,29,23,51.99718,-2.627,7.686,,,
585,29,24,52.98555,-13.46,7.897,3.0000000000000004e-07,-7.0,0.30000000000000004
586,29,25,53.97671,-21.694,8.053,7.499999999999e-08,-8.0,0.07499999999999
587,29,26,54.96605,-31.624,8.234,0.04,-2.0,2.5340199971093207
588,29,27,55.95856,-38.601,8.355,0.094,-2.0,2.657709284533233
589,29,28,56.949211078,-47.309576,8.503274,0.1963,-1.0,2.7643067665333354
590,29,29,57.944538499,-51.662055,8.570869,3.204,0.0,3.2843922907587837
591,29,30,58.939498028,-56.357224,8.641981,81.49999999998,1.0,4.074800362639303
592,29,31,59.93736503,-58.344099,8.665585,1420.0000000002,3.0,4.77278976898225
593,29,32,60.933457821,-61.98364,8.715507,11999.9999999988,4.0,5.378839651118817
594,29,33,61.932583745,-62.797837,8.718249,580.39999999998,2.0,4.554270146124745
595,29,34,62.929597474,-65.579531,8.752134,2.486929000002984e+62,62.0,8.0
596,29,35,63.929764183,-65.424243,8.73907,45699.999999984,4.0,5.799597674580461
597,29,36,64.927789485,-67.263661,8.757096,2.486929000002984e+62,62.0,8.0
598,29,37,65.928868813,-66.258274,8.731472,307.00000000002,2.0,4.398721495114999
599,29,38,66.927730314,-67.318779,8.737447,222600.00000000958,5.0,6.160407665814189
600,29,39,67.929610889,-65.567035,8.70189,31.1,1.0,3.839501357775256
601,29,40,68.929429269,-65.736213,8.695203,171.0,2.0,4.2557964964512305
602,29,41,69.932392343,-62.976127,8.646861,44.5,1.0,3.9270077619242407
603,29,42,70.932676833,-62.711127,8.635022,19.5,1.0,3.7254920587234563
604,29,43,71.935820307,-59.782999,8.586525,6.6,0.0,3.460896639341028
605,29,44,72.936675282,-58.986595,8.568557,4.3,0.0,3.3562511656097382
606,29,45,73.939874862,-56.006205,8.521562,1.594,0.0,3.1138757555165264
607,29,46,74.9419,-54.119802,8.490407,1.224,0.0,3.0493666766483467
608,29,47,75.945275026,-50.975985,8.443527,0.64,-1.0,2.9353933246612955
609,29,48,76.94785,-48.577,8.408,0.46900000000000003,-1.0,2.8903909475716945
610,29,49,77.95196,-44.749,8.354,0.342,-1.0,2.8446753686853783
611,29,50,78.95456,-42.327,8.32,0.188,-1.0,2.7580526164212267
612,29,51,79.96087,-36.449,8.243,3.0000000000000004e-07,-7.0,0.30000000000000004
613,30,24,53.99295,-6.567,7.758,,,
614,30,25,54.98398,-14.923,7.916,0.02,-2.0,2.433676665221327
615,30,26,55.97238,-25.728,8.112,5.000000000000001e-07,-7.0,0.5000000000000001
616,30,27,56.964788,-32.8,8.235,0.038,-2.0,2.5265945322056034
617,30,28,57.954591555,-42.297694,8.395926,0.084,-2.0,2.6414264286872937
618,30,29,58.949263764,-47.260499,8.474539,0.182,-1.0,2.753357129328358
619,30,30,59.941827035,-54.187768,8.583273,142.99999999998,2.0,4.212121880520557
620,30,31,60.939510635,-56.34548,8.610253,89.10000000000001,1.0,4.096575841687359
621,30,32,61.934329764,-61.171431,8.679398,33069.9999999996,4.0,5.6978147004164565
622,30,33,62.933211566,-62.213025,8.686279,2308.0000000002,3.0,4.8914227930599825
623,30,34,63.929142222,-66.003595,8.735898,2.486929000002984e+62,62.0,8.0
624,30,35,64.929240984,-65.911599,8.724259,21052224.0,7.0,6.931503292610533
625,30,36,65.926033419,-68.899427,8.759636,2.486929000002984e+62,62.0,8.0
626,30,37,66.927127345,-67.880441,8.734154,2.486929000002984e+62,62.0,8.0
627,30,38,67.924844154,-70.00722,8.755682,2.486929000002984e+62,62.0,8.0
628,30,39,68.926550281,-68.417973,8.722731,3379.9999999998004,3.0,4.9845987226993484
629,30,40,69.925319274,-69.564648,8.729806,4.1002e+23,23.0,7.293532259943821
