,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life,Half-life Magnitude,Half-life Time
806,36,39,74.930945746,-64.323624,8.553439,256.99999999998,2.0,4.355302662139291
807,36,40,75.925910078,-69.014318,8.608815,53300.000000016,4.0,5.848004039445416
808,36,41,76.92467,-70.169443,8.616836,4460.0000000004,3.0,5.067404434287554
809,36,42,77.920364783,-74.179727,8.661256,7.254199999999999e+27,27.0,7.370909813648859
810,36,43,78.920082431,-74.442736,8.657118,126144.0,5.0,6.0641428847046726
811,36,44,79.916378965,-77.892492,8.692917,2.486929000002984e+62,62.0,8.0
812,36,45,80.916592015,-77.694038,8.682792,7230917047183.6045,12.0,7.097644693828747
813,36,46,81.9134836,-80.589508,8.710647,2.486929000002984e+62,62.0,8.0
814,36,47,82.914136099,-79.981709,8.695621,2.486929000002984e+62,62.0,8.0
815,36,48,83.911506687,-82.430991,8.717347,2.486929000002984e+62,62.0,8.0
816,36,49,84.912527331,-81.480267,8.698562,338454443.8356294,8.0,7.0187750934059165
817,36,50,85.910610729,-83.26557,8.712027,2.486929000002984e+62,62.0,8.0
818,36,51,86.913354862,-80.709426,8.675282,4579.999999999201,3.0,5.07575867669853
819,36,52,87.914446969,-79.692135,8.656859,10199.9999999988,4.0,5.3277017729791005
820,36,53,88.917630581,-76.72662,8.616959,189.0,2.0,4.2802408139814245
821,36,54,89.919516555,-74.969846,8.591377,32.32,1.0,3.8488993002011913
822,36,55,90.923445215,-71.310323,8.545447,8.57,0.0,3.5246914860149854
823,36,56,91.92615621,-68.785048,8.512845,1.84,0.0,3.1489287387405325
824,36,57,92.931274357,-64.017525,8.456834,1.286,0.0,3.0614351386388723
825,36,58,93.93436,-61.143,8.422,0.212,-1.0,2.7754452869762507
826,36,59,94.93984,-56.039,8.365,0.114,-1.0,2.685634950445491
827,36,60,95.94307,-53.03,8.33,0.08,-2.0,2.6343633289973143
828,36,61,96.94856,-47.916,8.275,0.063,-2.0,2.5997801831511937
829,36,62,97.95191,-44.796,8.241,0.046,-2.0,2.5542526105605248
830,36,63,98.9576,-39.495,8.186,0.04,-2.0,2.5340199971093207
831,36,64,99.96114,-36.198,8.152,3.0000000000000004e-07,-7.0,0.30000000000000004
832,37,34,70.96532,-32.304,8.119,,,
833,37,35,71.95908,-38.117,8.199,1.2e-06,-6.0,1.0263937486825416
834,37,36,72.950561,-46.052,8.306,2.9999999999980006e-08,-8.0,0.029999999999980008
835,37,37,73.944264751,-51.91705,8.381726,0.06476000000000001,-2.0,2.6037689466937786
836,37,38,74.93857,-57.221677,8.448315,19.0,1.0,3.719147823154488
837,37,39,75.935072226,-60.479832,8.486225,36.5,1.0,3.878605160342464
838,37,40,76.930408,-64.824531,8.537261,226.00000000002,2.0,4.323907872651176
839,37,41,77.928141,-66.936228,8.558361,1059.6,3.0,4.701284943546004
840,37,42,78.92398946,-70.803362,8.601147,1374.0,3.0,4.764746802076875
841,37,43,79.92251925,-72.172854,8.611642,33.4,1.0,3.8569273657023326
842,37,44,80.918995913,-75.454821,8.64549,16452.0,4.0,5.478126956313938
843,37,45,81.918208598,-76.188201,8.647431,76.38,1.0,4.058953592182351
844,37,46,82.915109701,-79.074805,8.675269,7449999.99999984,6.0,6.755433759005525
845,37,47,83.914384821,-79.750025,8.676117,2859840.0,6.0,6.593151553773738
846,37,48,84.911789737,-82.167331,8.697441,2.486929000002984e+62,62.0,8.0
847,37,49,85.911167419,-82.747017,8.696901,1610699.9999999038,6.0,6.495845316446091
848,37,50,86.909180526,-84.597795,8.710983,1.5170739999999997e+18,18.0,7.194586735653998
849,37,51,87.911315588,-82.608998,8.681115,1066.3799999999999,3.0,4.702842764707635
850,37,52,88.912278016,-81.712502,8.66419,909.0,2.0,4.663842647009721
851,37,53,89.914801694,-79.361712,8.631483,157.99999999998,2.0,4.236484852725548
852,37,54,90.916536958,-77.745323,8.607564,58.4,1.0,3.9933985349847423
853,37,55,91.9197289,-74.772048,8.569417,4.492,0.0,3.3669202760162578
854,37,56,92.922041876,-72.617525,8.540895,5.84,0.0,3.431016679231895
855,37,57,93.926404946,-68.553352,8.492663,2.702,0.0,3.242772005245827
856,37,58,94.929302889,-65.853935,8.459813,0.3775,-1.0,2.858972318655069
857,37,59,95.934272637,-61.224644,8.407544,0.203,-1.0,2.769165345971071
858,37,60,96.937351916,-58.356314,8.374508,0.1699,-1.0,2.7433977929563484
859,37,61,97.941790668,-54.221644,8.329223,0.114,-1.0,2.685634950445491
860,37,62,98.945379283,-50.87887,8.292853,0.0503,-2.0,2.5671893283519758
861,37,63,99.94987,-46.696,8.249,0.051000000000000004,-2.0,2.569190058699312
862,37,64,100.953196445,-43.597231,8.216371,0.032,-2.0,2.5017166594399685
863,37,65,101.95887,-38.312,8.163,0.037,-2.0,2.5227339080223317
864,38,35,72.96597,-31.699,8.098,0.025,-2.0,2.4659800028906793
865,38,36,73.95631,-40.697,8.22,1.2e-06,-6.0,1.0263937486825416
866,38,37,74.949949568,-46.621677,8.296551,0.088,-2.0,2.648160890716723
867,38,38,75.941766782,-54.243893,8.393879,7.89,0.0,3.504499829818117
868,38,39,76.937944782,-57.804063,8.435926,9.0,0.0,3.536648673296742
869,38,40,77.93218,-63.173924,8.500096,150.0,2.0,4.223794240555285
870,38,41,78.929708,-65.476577,8.523816,135.0,2.0,4.198061058099179
871,38,42,79.924521013,-70.308223,8.578555,6378.0000000012,3.0,5.179959419712968
872,38,43,80.923211846,-71.527705,8.587348,1339.9999999998,3.0,4.758626999637999
873,38,44,81.918401639,-76.008384,8.635698,2207520.0,6.0,6.549270118179591
874,38,45,82.917556701,-76.795439,8.638381,116699.99999996161,5.0,6.05095323621175
875,38,46,83.913425275,-80.643837,8.677444,2.486929000002984e+62,62.0,8.0
876,38,47,84.912932803,-81.102572,8.67571,5603300.000000064,6.0,6.707151847401805
877,38,48,85.909260204,-84.523576,8.708461,2.486929000002984e+62,62.0,8.0
878,38,49,86.908877124,-84.880413,8.705238,2.486929000002984e+62,62.0,8.0
879,38,50,87.905612124,-87.92174,8.732596,2.486929000002984e+62,62.0,8.0
880,38,51,88.907450675,-86.209141,8.705924,4366000.0000002235,6.0,6.664861543551782
881,38,52,89.907737888,-85.941604,8.6959,911506000.0,8.0,7.026612688057464
882,38,53,90.910203095,-83.645279,8.663802,34700.0000000004,4.0,5.712953890161984
883,38,54,91.911037858,-82.867702,8.64891,9579.9999999996,3.0,5.3079695306525085
884,38,55,92.914025634,-80.084606,8.612773,445.39999999997997,2.0,4.489609060042851
885,38,56,93.915361312,-78.84043,8.593777,75.3,1.0,4.055475441583371
886,38,57,94.919358766,-75.116826,8.549082,23.9,1.0,3.7751859695010435
887,38,58,95.921696802,-72.938959,8.521419,1.07,0.0,3.016524903423637
888,38,59,96.926152923,-68.788109,8.473987,0.429,-1.0,2.8774857640615745
889,38,60,97.928452934,-66.645662,8.448016,0.653,-1.0,2.938304393758358
890,38,61,98.933240926,-62.185677,8.399161,0.269,-1.0,2.8099174266674694
891,38,62,99.935351911,-60.219307,8.376218,0.2019773057245,-1.0,2.768434191544399
892,38,63,100.940517888,-55.407231,8.325555,0.11800000000000001,-1.0,2.6906273357687085
893,38,64,101.943018987,-53.077471,8.300222,0.069,-2.0,2.6129496969124184
894,38,65,102.94895,-47.553,8.245,1.5000000000000002e-07,-7.0,0.15000000000000002
895,38,66,103.95233,-44.404,8.212,0.03,-2.0,2.4923737515732207
896,38,67,104.95858,-38.582,8.156,0.02,-2.0,2.433676665221327
897,39,37,75.95845,-38.704,8.18,2.0000000000000002e-07,-7.0,0.20000000000000004
898,39,38,76.949645,-46.905,8.284,0.057,-2.0,2.585291618557497
899,39,39,77.94361,-52.527,8.354,0.05,-2.0,2.566323334778673
900,39,40,78.937351634,-58.356577,8.423786,14.8,1.0,3.658133955220327
901,39,41,79.93428,-61.217786,8.455145,30.1,1.0,3.8315189696460505
902,39,42,80.929127468,-66.017338,8.509661,70.39999999998,1.0,4.039041340686495
903,39,43,81.926792451,-68.192393,8.53084,8.2,0.0,3.5139123301162134
904,39,44,82.922354243,-72.326557,8.575113,424.99999999998,2.0,4.478158244121924
905,39,45,83.920388264,-74.157855,8.590916,4.6,0.0,3.3727229792958173
906,39,46,84.916433039,-77.842123,8.628148,9650.000000001599,3.0,5.310260342500568
907,39,47,85.914885576,-79.283576,8.638434,53060.000000003995,4.0,5.846583993498008
908,39,48,86.91087573,-83.018723,8.674848,286999.9999999776,5.0,6.203477190873596
909,39,49,87.909501146,-84.29914,8.68254,9212486.4,6.0,6.791425190066422
910,39,50,88.905848295,-87.701749,8.713904,2.486929000002984e+62,62.0,8.0
911,39,51,89.907151886,-86.487462,8.693272,229999.9999999968,5.0,6.165950621584739
912,39,52,90.907304791,-86.345031,8.684872,5054999.999999616,6.0,6.689697669599904
913,39,53,91.908949143,-84.813327,8.661554,12744.0,4.0,5.397767562989102
914,39,54,92.909582713,-84.22316,8.648862,36650.000000016,4.0,5.730157419208025
915,39,55,93.911595245,-82.348499,8.622774,1120.0000000002,3.0,4.714824890184329
916,39,56,94.912820621,-81.207068,8.604954,618.0,2.0,4.569601278005258
917,39,57,95.915891343,-78.346709,8.5696,5.34,0.0,3.409156002264479
918,39,58,96.918133995,-76.257693,8.542927,3.75,0.0,3.3228247696048743
919,39,59,97.92220302,-72.46742,8.499439,0.548,-1.0,2.912926852828123
920,39,60,98.924636204,-70.200924,8.47222,1.47,0.0,3.0940962332152995
921,39,61,99.927756586,-67.294307,8.439145,0.735,-1.0,2.9554291130280648
922,39,62,100.93031385,-64.912231,8.411918,0.45,-1.0,2.884404171258448
923,39,63,101.933555695,-61.892471,8.378974,0.3,-1.0,2.825707084906554
924,39,64,102.93673,-58.936,8.348,0.23,-1.0,2.787242612005864
925,39,65,103.94105,-54.912,8.306,0.18,-1.0,2.751757501701102
926,39,66,104.94487,-51.353,8.27,0.06,-2.0,2.5927170834612143
927,39,67,105.94979,-46.77,8.225,1.5000000000000002e-07,-7.0,0.15000000000000002
928,39,68,106.95414,-42.718,8.186,0.03,-2.0,2.4923737515732207
929,39,69,107.95948,-37.744,8.138,0.02,-2.0,2.433676665221327
930,40,38,77.95523,-41.703,8.205,0.05,-2.0,2.566323334778673
931,40,39,78.94916,-47.357,8.275,0.056,-2.0,2.5827293423354
932,40,40,79.9404,-55.517043,8.374107,4.6,0.0,3.3727229792958173
933,40,41,80.937210026,-58.488484,8.407053,5.5,0.0,3.416366543247942
934,40,42,81.931087,-64.192,8.473,32.0,1.0,3.846469037993907
935,40,43,82.928653801,-66.458557,8.494988,41.6,1.0,3.9105487119149265
936,40,44,83.92325,-71.492,8.551,1554.0,3.0,4.794814144059076
937,40,45,84.921471182,-73.149123,8.563732,472.00000000002,2.0,4.503776463367327
938,40,46,85.916473591,-77.80435,8.612137,59400.0,4.0,5.882099715913123
939,40,47,86.914816252,-79.34815,8.623665,6050.0000000016,3.0,5.163346643667176
940,40,48,87.910226904,-83.623101,8.665968,7209999.999999648,6.0,6.7498836487015295
941,40,49,88.9088895,-84.868884,8.673284,282299.9999999904,5.0,6.200678518369556
942,40,50,89.904704416,-88.767265,8.70991,2.486929000002984e+62,62.0,8.0
943,40,51,90.905645767,-87.890402,8.693257,2.486929000002984e+62,62.0,8.0
944,40,52,91.905040847,-88.453882,8.692622,2.486929000002984e+62,62.0,8.0
945,40,53,92.906476006,-87.11704,8.671566,48306126331816.65,13.0,7.112669394364275
946,40,54,93.906315192,-87.266837,8.666774,2.486929000002984e+62,62.0,8.0
947,40,55,94.9080426,-85.657766,8.643569,5532400.000000224,6.0,6.704993506101416
948,40,56,95.908273386,-85.442791,8.635368,6.308e+26,26.0,7.351588163875544
949,40,57,96.910953109,-82.946645,8.60382,60278.4,4.0,5.886718770536108
950,40,58,97.912734892,-81.286925,8.58145,30.7,1.0,3.8363396393621354
951,40,59,98.916512106,-77.768473,8.540758,2.1,0.0,3.181210284931835
952,40,60,99.917761889,-76.604307,8.524422,7.1,0.0,3.4787322498777384
953,40,61,100.921140415,-73.457231,8.488776,2.3,0.0,3.2034291716970356
954,40,62,101.922981285,-71.742471,8.467872,2.9,0.0,3.260044244154816
955,40,63,102.926599606,-68.372027,8.431299,1.3,0.0,3.0640796739210194
956,40,64,103.92878,-66.341,8.408,1.2,0.0,3.044530096093086
957,40,65,104.93305,-62.364,8.368,0.6,-1.0,2.926050416794548
958,40,66,105.93591,-59.699,8.339,0.2,-1.0,2.7670099985546606
959,40,67,106.94075,-55.191,8.295,0.15,-1.0,2.7253637530185606
960,40,68,107.94396,-52.201,8.265,0.08,-2.0,2.6343633289973143
961,40,69,108.94924,-47.283,8.218,0.06,-2.0,2.5927170834612143
962,40,70,109.95287,-43.901,8.186,1.5000000000000002e-07,-7.0,0.15000000000000002
963,41,40,80.94903,-47.478,8.261,0.8,-1.0,2.9676966623306478
964,41,41,81.94313,-52.974,8.326,0.05,-2.0,2.566323334778673
965,41,42,82.936705382,-58.958557,8.395201,4.1,0.0,3.344618522517432
966,41,43,83.93357,-61.879,8.426,9.5,0.0,3.549854015555707
967,41,44,84.927912447,-67.149123,8.48394,20.9,1.0,3.7424263182483646
968,41,45,85.925038326,-69.82635,8.510272,88.00000000002001,1.0,4.093541773643124
969,41,46,86.920361108,-74.18315,8.555305,225.0,2.0,4.322824769604875
970,41,47,87.918332163,-76.073101,8.571282,873.0,2.0,4.6539730481706965
971,41,48,88.913418245,-80.650386,8.617094,7310.0000000016,3.0,5.2228752142383605
972,41,49,89.911264845,-82.656265,8.633318,52599.999999996,4.0,5.843844194416277
973,41,50,90.906996243,-86.632442,8.670836,21502727042.109386,10.0,7.051618382203704
974,41,51,91.907193888,-86.448337,8.662318,1100139523084695.6,15.0,7.137396594317698
975,41,52,92.906378058,-87.208278,8.664135,2.486929000002984e+62,62.0,8.0
976,41,53,93.907283888,-86.364502,8.648852,641081303906.5486,11.0,7.078476378382235
977,41,54,94.906835792,-86.781901,8.647166,3023199.999999936,6.0,6.602567004672811
978,41,55,95.908100647,-85.603696,8.628895,84060.0,4.0,5.9913604842149475
979,41,56,96.908098556,-85.605644,8.623167,4330.0000000008,3.0,5.058096466079149
980,41,57,97.910328412,-83.528547,8.596341,2.86,0.0,3.256651976613677
981,41,58,98.911618375,-82.326954,8.5789,15.0,1.0,3.6614123848024374
982,41,59,99.914181619,-79.939307,8.549948,1.5,0.0,3.0990305290495894
983,41,60,100.915252025,-78.942231,8.535337,7.1,0.0,3.4787322498777384
984,41,61,101.918037614,-76.347471,8.505349,1.3,0.0,3.0640796739210194
985,41,62,102.919143842,-75.317027,8.491131,1.5,0.0,3.0990305290495894
986,41,63,103.922464701,-72.223666,8.45735,4.9,0.0,3.3881537523197767
987,41,64,104.923936545,-70.852653,8.440617,2.95,0.0,3.2642193772193435
988,41,65,105.92797,-67.096,8.402,0.93,-1.0,2.9894943161846452
989,41,66,106.93031,-64.916,8.378,0.33,-1.0,2.8395046466259624
990,41,67,107.93484,-60.696,8.336,0.193,-1.0,2.7618524363359245
991,41,68,108.93763,-58.097,8.311,0.19,-1.0,2.759584533650943
992,41,69,109.94244,-53.617,8.267,0.17,-1.0,2.743482973792758
993,41,70,110.94565,-50.627,8.239,0.08,-2.0,2.6343633289973143
994,41,71,111.95083,-45.802,8.193,1.5000000000000002e-07,-7.0,0.15000000000000002
995,41,72,112.9547,-42.197,8.161,0.03,-2.0,2.4923737515732207
996,42,41,82.94874,-47.748,8.251,0.006,-3.0,2.2593837501278813
997,42,42,83.94009,-55.806,8.344,3.7,0.0,3.319546340022764
998,42,43,84.93655,-59.103,8.38,3.2,0.0,3.2840871822410596
999,42,44,85.930695904,-64.55635,8.439896,19.6,1.0,3.7267413675173393
1000,42,45,86.927326502,-67.694927,8.471735,14.02,1.0,3.644910275986491
1001,42,46,87.921953241,-72.700088,8.524062,480.0,2.0,4.507881422796344
1002,42,47,88.919480009,-75.003889,8.54486,126.6,2.0,4.182370568998406
1003,42,48,89.913936896,-80.167265,8.596969,20000.0000000016,4.0,5.53957501025219
1004,42,49,90.911750194,-82.204165,8.613577,929.4,2.0,4.669263324760729
1005,42,50,91.906810991,-86.805003,8.657692,2.486929000002984e+62,62.0,8.0
1006,42,51,92.90681261,-86.803495,8.65137,126160000000.0,11.0,7.065616053171117
1007,42,52,93.905088269,-88.409708,8.662287,2.486929000002984e+62,62.0,8.0
1008,42,53,94.905842129,-87.707492,8.648674,2.486929000002984e+62,62.0,8.0
1009,42,54,95.904679477,-88.790496,8.653941,2.486929000002984e+62,62.0,8.0
1010,42,55,96.906021465,-87.540442,8.635048,2.486929000002984e+62,62.0,8.0
1011,42,56,97.905408169,-88.111723,8.635125,2.486929000002984e+62,62.0,8.0
1012,42,57,98.90771187,-85.96584,8.607754,237399.999999984,5.0,6.171318032465725
1013,42,58,99.907477336,-86.184307,8.604575,2.30242e+26,26.0,7.343614899808717
1014,42,59,100.910347001,-83.511231,8.572829,876.5999999999999,2.0,4.654978149740084
1015,42,60,101.91029736,-83.557471,8.568365,678.0,2.0,4.592232209299526
1016,42,61,102.913207142,-80.847027,8.537225,67.5,1.0,4.0287672505003975
1017,42,62,103.913763625,-80.328666,8.52776,60.0,1.0,4.0
1018,42,63,104.91697461,-77.337653,8.494928,35.6,1.0,3.872507328967737
1019,42,64,105.918136802,-76.255078,8.480718,8.73,0.0,3.5292093366650006
1020,42,65,106.921692604,-72.942869,8.445937,3.5,0.0,3.3059739964375305
1021,42,66,107.923453,-71.303,8.427,1.09,0.0,3.021047983366178
1022,42,67,108.92781,-67.245,8.387,0.53,-1.0,2.9080919565335965
1023,42,68,109.92973,-65.456,8.368,0.27,-1.0,2.8104545880529956
1024,42,69,110.93441,-61.097,8.326,0.2,-1.0,2.7670099985546606
1025,42,70,111.93684,-58.833,8.303,1.5000000000000002e-07,-7.0,0.15000000000000002
1026,42,71,112.94188,-54.138,8.26,0.1,-1.0,2.6666666666666665
1027,42,72,113.94492,-51.307,8.233,0.08,-2.0,2.6343633289973143
1028,42,73,114.95029,-46.305,8.188,0.06,-2.0,2.5927170834612143
1029,43,42,84.94883,-47.665,8.237,1.1e-07,-7.0,0.11000000000000001
1030,43,43,85.94288,-53.207,8.299,0.055,-2.0,2.580120896498081
1031,43,44,86.93653,-59.122,8.364,2.18,0.0,3.1903417909649594
1032,43,45,87.932678,-62.71,8.402,5.7,0.0,3.425090304050012
1033,43,46,88.927167,-67.844,8.456,12.8,1.0,3.622674797438622
1034,43,47,89.923556564,-71.206603,8.488714,8.7,0.0,3.5283685808031873
1035,43,48,90.918427639,-75.984165,8.536628,187.99999999998,2.0,4.278945111543787
1036,43,49,91.915260166,-78.934648,8.56364,255.0,2.0,4.353394532616241
1037,43,50,92.910248984,-83.602533,8.608539,9900.0,3.0,5.318308299884186
1038,43,51,93.909657002,-84.153961,8.60869,17600.0000000004,4.0,5.499351219739509
1039,43,52,94.907657084,-86.016873,8.622643,72000.0,4.0,5.9426310671477856
1040,43,53,95.907871383,-85.817254,8.614821,369999.9999999648,5.0,6.246532311099441
1041,43,54,96.906365358,-87.220108,8.62368,132783400000000.0,14.0,7.120668788096079
1042,43,55,97.907215966,-86.427771,8.609959,132468000000000.0,14.0,7.12064997453373
1043,43,56,98.906254747,-87.323141,8.613562,6658094000000.0,12.0,7.096991770161455
1044,43,57,99.90765778,-86.016224,8.59507,15.46,1.0,3.668789839630194
1045,43,58,100.907314659,-86.33584,8.593049,853.2,2.0,4.648369814516625
1046,43,59,101.909215019,-84.565665,8.570579,5.28,0.0,3.406396206384525
1047,43,60,102.909181351,-84.597027,8.566037,54.2,1.0,3.975169736637572
1048,43,61,103.911447454,-82.486166,8.540983,1099.9999999998,3.0,4.7104240623523745
1049,43,62,104.911660566,-82.287653,8.534619,460.00000000002,2.0,4.497486690801523
1050,43,63,105.914357927,-79.775078,8.506545,35.6,1.0,3.872507328967737
1051,43,64,106.915079572,-79.102869,8.496195,21.2,1.0,3.7459072228206622
1052,43,65,107.918461226,-75.952879,8.463095,5.17,0.0,3.4012541356872785
1053,43,66,108.919982665,-74.535668,8.446498,0.86,-1.0,2.9781661504145225
1054,43,67,109.923820483,-70.960763,8.410589,0.92,-1.0,2.987929275781852
1055,43,68,110.92569283,-69.216683,8.39182,0.29,-1.0,2.820799332632985
1056,43,69,111.929146493,-65.999617,8.360234,0.29,-1.0,2.820799332632985
1057,43,70,112.93159,-63.724,8.338,0.17,-1.0,2.743482973792758
1058,43,71,113.93588,-59.727,8.3,0.15,-1.0,2.7253637530185606
1059,43,72,114.93869,-57.11,8.275,0.07200000000000001,-2.0,2.619110832143756
1060,43,73,115.94337,-52.751,8.237,0.09,-2.0,2.6514141698131084
1061,43,74,116.94648,-49.854,8.21,0.04,-2.0,2.5340199971093207
1062,43,75,117.95148,-45.196,8.169,0.03,-2.0,2.4923737515732207
1063,44,43,86.94918,-47.339,8.22,1.5e-06,-6.0,1.0586970863518936
1064,44,44,87.94026,-55.647,8.313,1.2,0.0,3.044530096093086
1065,44,45,88.93611,-59.513,8.354,1.5,0.0,3.0990305290495894
1066,44,46,89.92989,-65.307,8.415,11.7,1.0,3.6007283472177614
1067,44,47,90.926292,-68.658,8.448,7.9,0.0,3.5048091893739493
1068,44,48,91.92012,-74.408,8.506,219.0,2.0,4.316223304589617
1069,44,49,92.917052034,-77.265533,8.531987,59.7,1.0,3.998775740109957
1070,44,50,93.911359711,-82.567898,8.583494,3109.9999999998004,3.0,4.964265069280936
1071,44,51,94.910412929,-83.449819,8.587386,5915.0000000016,3.0,5.156245827942502
1072,44,52,95.907597835,-86.072062,8.609326,2.486929000002984e+62,62.0,8.0
1073,44,53,96.9075547,-86.112242,8.604193,250000.0000000416,5.0,6.180083343552961
1074,44,54,97.905287132,-88.224469,8.620309,2.486929000002984e+62,62.0,8.0
1075,44,55,98.905939302,-87.616977,8.608627,2.486929000002984e+62,62.0,8.0
1076,44,56,99.904219476,-89.218984,8.619274,2.486929000002984e+62,62.0,8.0
1077,44,57,100.905582087,-87.94972,8.601282,2.486929000002984e+62,62.0,8.0
1078,44,58,101.904349312,-89.098043,8.607344,2.486929000002984e+62,62.0,8.0
1079,44,59,102.906323847,-87.258775,8.584283,3392000.000000064,6.0,6.622076470342864
1080,44,60,103.905432701,-88.088872,8.587333,2.486929000002984e+62,62.0,8.0
1081,44,61,104.907752866,-85.927653,8.561835,15999.9999999984,4.0,5.469361111046474
1082,44,62,105.907329433,-86.322078,8.560929,32127594.52053844,7.0,7.000147032152846
1083,44,63,106.909905089,-83.922869,8.53393,225.0,2.0,4.322824769604875
1084,44,64,107.910173465,-83.672879,8.527332,273.0,2.0,4.37005367035855
1085,44,65,108.913203233,-80.850668,8.497257,34.5,1.0,3.864841556499473
1086,44,66,109.914136041,-79.981763,8.485485,11.6,1.0,3.598631859352379
1087,44,67,110.917696,-76.665683,8.45188,2.12,0.0,3.1835253670678143
1088,44,68,111.918965,-75.483617,8.437928,1.75,0.0,3.136680188838749
1089,44,69,112.922487194,-72.202714,8.405649,0.8,-1.0,2.9676966623306478
1090,44,70,113.924281,-70.532,8.388,0.52,-1.0,2.9053344478782663
1091,44,71,114.928686173,-66.428402,8.349623,0.74,-1.0,2.9564105732436587
1092,44,72,115.93081,-64.45,8.33,0.4,-1.0,2.867353330442654
1093,44,73,116.93558,-60.007,8.289,0.3,-1.0,2.825707084906554
1094,44,74,117.93782,-57.92,8.27,0.123,-1.0,2.696635037146466
1095,44,75,118.94284,-53.244,8.229,1.5000000000000002e-07,-7.0,0.15000000000000002
1096,44,76,119.94531,-50.943,8.209,1.5000000000000002e-07,-7.0,0.15000000000000002
1097,45,44,88.948837,-47.658,8.21,1.5e-06,-6.0,1.0586970863518936
1098,45,45,89.94287,-53.216,8.271,0.012,-2.0,2.359727082015875
1099,45,46,90.93655,-59.103,8.334,1.47,0.0,3.0940962332152995
1100,45,47,91.93198,-63.36,8.377,0.5,-1.0,2.8996566681120064
1101,45,48,92.92574,-69.173,8.438,11.9,1.0,3.6048680960972677
1102,45,49,93.921698,-72.938,8.473,70.39999999998,1.0,4.039041340686495
1103,45,50,94.91589874,-78.339819,8.525362,301.00000000002,2.0,4.393900825398914
1104,45,51,95.914460631,-79.679409,8.534586,594.0,2.0,4.559927168390618
1105,45,52,96.911336797,-82.589242,8.559808,1840.0000000002,3.0,4.836074305999102
1106,45,53,97.910708158,-83.174815,8.560799,523.00000000002,2.0,4.5288360246524375
1107,45,54,98.908132104,-85.574394,8.580093,1389999.999999744,6.0,6.470867742915504
1108,45,55,99.90812155,-85.584225,8.575103,74900.000000016,4.0,5.955056209582522
1109,45,56,100.906163625,-87.408021,8.588173,104082000.0,8.0,7.009446242505581
1110,45,57,101.906843196,-86.775004,8.5769,17899999.99999776,7.0,6.904010357532763
1111,45,58,102.905504292,-88.022185,8.5841,2.486929000002984e+62,62.0,8.0
1112,45,59,103.906655518,-86.949825,8.568858,42.3,1.0,3.9146243138901444
1113,45,60,104.905693821,-87.845641,8.572651,127300.00000003199,5.0,6.065689080085143
1114,45,61,105.907287135,-86.361478,8.55392,30.07,1.0,3.8312754203454875
1115,45,62,106.906748423,-86.863285,8.554099,1300.0000000002,3.0,4.7512252411796
1116,45,63,107.908728018,-85.019304,8.532555,16.8,1.0,3.6890917077281795
1117,45,64,108.908737289,-85.010668,8.528244,79.99999999997999,1.0,4.070263278549131
1118,45,65,109.911136411,-82.775901,8.503774,28.5,1.0,3.818178352204078
1119,45,66,110.911585913,-82.357192,8.496106,10.96448231076,1.0,3.584870455205329
1120,45,67,111.914394159,-79.741327,8.468958,3.4,0.0,3.298894099659737
1121,45,68,112.915530627,-78.682714,8.45607,2.8,0.0,3.2514735634810275
1122,45,69,113.918806,-75.631725,8.425932,1.85,0.0,3.1502525324239827
1123,45,70,114.920334,-74.208402,8.410472,0.99,-1.0,2.99854506486585
1124,45,71,115.924062,-70.735792,8.377612,0.68,-1.0,2.9441696375687454
1125,45,72,116.92598,-68.949,8.36,0.44,-1.0,2.8811508921620623
1126,45,73,117.93007,-65.139,8.325,0.266,-1.0,2.808293878877022
1127,45,74,118.93211,-63.239,8.306,1.5000000000000002e-07,-7.0,0.15000000000000002
1128,45,75,119.93641,-59.234,8.271,0.136,-1.0,2.711179636123406
1129,45,76,120.93872,-57.082,8.251,0.151,-1.0,2.7263256490977232
1130,45,77,121.94321,-52.9,8.216,3.0000000000000004e-07,-7.0,0.30000000000000004
1131,46,45,90.94911,-47.403,8.198,1e-06,-6.0,1.0
1132,46,46,91.94042,-55.498,8.284,0.7000000000000001,-1.0,2.948366013338086
1133,46,47,92.93591,-59.699,8.326,1.3,0.0,3.0640796739210194
1134,46,48,93.92877,-66.35,8.394,9.0,0.0,3.536648673296742
1135,46,49,94.92469,-70.151,8.431,10.0,1.0,3.5623818557528475
1136,46,50,95.918164359,-76.229409,8.490499,121.99999999998,2.0,4.173330913343022
1137,46,51,96.916479073,-77.799242,8.502361,186.0,2.0,4.2763329012243805
1138,46,52,97.912720902,-81.299957,8.533685,1060.0000000002,3.0,4.701377126727622
1139,46,53,98.911767833,-82.187735,8.537982,1284.0,3.0,4.7482005667752665
1140,46,54,99.908505886,-85.226218,8.5637,313999.9999999776,5.0,6.218716569588219
1141,46,55,100.908289242,-85.428021,8.560823,30499.999999999196,4.0,5.67235891908015
1142,46,56,101.905608544,-87.925075,8.580505,2.486929000002984e+62,62.0,8.0
1143,46,57,102.906087307,-87.47911,8.571231,1467999.9999999362,6.0,6.480121663751383
1144,46,58,103.904035834,-89.390045,8.584799,2.486929000002984e+62,62.0,8.0
1145,46,59,104.90508492,-88.412828,8.570602,2.486929000002984e+62,62.0,8.0
1146,46,60,105.903485715,-89.902478,8.579945,2.486929000002984e+62,62.0,8.0
