Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M,N/P,Adj. N/P,P/N,Adj. P/N,M/P,M/N,M*N/P,M*P/N,Adj. M*N/P,Adj. M*P/N,N/Mass,P/Mass,Adj. N/Mass,Adj. P/Mass,Adj. N/Mass - Z,Adj. P/Mass - Z,Half Life (Seconds),Half Life Seconds Value,Magnitude of Value,isStable,(-ZM/N)^Adj. P/Mass,-ZM/N
54,57.0,Xe-112,111.93555684799999,0.0,2.7S 8,-54.39,1.0555555555555556,0.05555555555555558,0.9473684210526315,0.052631578947368474,-1.0072222222222222,-0.9542105263157895,-57.41166666666667,-51.52736842105263,-3.021666666666668,-2.8626315789473713,0.5092215700271334,0.4824204347625474,0.4907784299728666,0.5175795652374526,-53.50922157002714,-53.482420434762545,2.7,2.7,0.0,0.0,7.6933566240707645,51.52736842105263
54,58.0,Xe-113,112.93322165,0.0,2.74S 8,-60.026,1.0740740740740742,0.07407407407407418,0.9310344827586207,0.06896551724137934,-1.1115925925925927,-1.0349310344827587,-64.47237037037038,-55.88627586206897,-4.446370370370377,-4.1397241379310366,0.5135778396524652,0.4781586782971227,0.4864221603475348,0.5218413217028772,-53.51357783965246,-53.47815867829712,2.74,2.74,0.0,0.0,8.162365526376398,55.88627586206896
54,59.0,Xe-114,113.927980335,0.0,10.0S 4,-62.20399999999999,1.0925925925925926,0.09259259259259256,0.9152542372881356,0.0847457627118644,-1.1519259259259258,-1.0543050847457627,-67.96362962962962,-56.93247457627118,-5.759629629629627,-5.2715254237288125,0.5178710254189814,0.4739836503834745,0.48212897458101855,0.5260163496165255,-53.517871025418984,-53.473983650383474,10.0,1.0,1.0,0.0,8.382008395399161,56.93247457627118
54,60.0,Xe-115,114.926293949,0.0,18S 4,-67.086,1.1111111111111112,0.11111111111111116,0.9,0.09999999999999998,-1.2423333333333333,-1.1180999999999999,-74.54,-60.3774,-7.454000000000003,-6.708599999999999,0.5220737390751133,0.469866365167602,0.47792626092488666,0.530133634832398,-53.52207373907511,-53.469866365167604,18.0,1.8,1.0,0.0,8.79227822837101,60.377399999999994
54,61.0,Xe-116,115.921581116,0.0,59S,-68.657,1.1296296296296295,0.12962962962962954,0.8852459016393442,0.11475409836065575,-1.271425925925926,-1.1255245901639344,-77.55698148148147,-60.77832786885246,-8.899981481481475,-7.878672131147542,0.5262178052847531,0.4658321554979782,0.47378219471524685,0.5341678445020218,-53.52621780528475,-53.46583215549798,59.0,5.9,1.0,0.0,8.970594459674075,60.77832786885246
54,62.0,Xe-117,116.920358764,0.0,61S 2,-73.047,1.1481481481481481,0.14814814814814814,0.8709677419354839,0.12903225806451613,-1.3527222222222222,-1.1781774193548387,-83.86877777777778,-63.62158064516129,-10.821777777777777,-9.42541935483871,0.530275485428034,0.46185284214699746,0.46972451457196596,0.5381471578530026,-53.530275485428035,-53.461852842146996,61.0,6.1,1.0,0.0,9.345544530675635,63.62158064516129
54,63.0,Xe-118,117.916178683,0.0,3.8M 9,-74.185,1.1666666666666667,0.16666666666666674,0.8571428571428571,0.1428571428571429,-1.3737962962962964,-1.1775396825396827,-86.54916666666668,-63.58714285714286,-12.364166666666673,-10.597857142857146,0.534277829417845,0.45795242521529567,0.46572217058215504,0.5420475747847043,-53.534277829417846,-53.457952425215296,228.0,2.28,2.0,1.0,9.49537151743967,63.58714285714286
54,64.0,Xe-119,118.91541071700001,0.0,5.8M 3,-78.079,1.1851851851851851,0.18518518518518512,0.84375,0.15625,-1.4459074074074072,-1.219984375,-92.53807407407406,-65.87915625,-14.459074074074067,-12.19984375,0.5381976954383981,0.45410430552614844,0.4618023045616019,0.5458956944738516,-53.5381976954384,-53.45410430552615,348.0,3.48,2.0,1.0,9.836638653377365,65.87915625
54,65.0,Xe-120,119.911784273,0.0,46.0M 6,-78.794,1.2037037037037037,0.20370370370370372,0.8307692307692308,0.16923076923076918,-1.459148148148148,-1.2122153846153845,-94.84462962962962,-65.45963076923077,-16.05062962962963,-13.334369230769227,0.5420651555981872,0.4503310523431094,0.45793484440181276,0.5496689476568906,-53.54206515559819,-53.45033105234311,2760.0,2.76,3.0,1.0,9.958278569541802,65.45963076923077
54,66.0,Xe-121,120.911461858,0.0,40.1M 20,-82.17200000000003,1.2222222222222223,0.22222222222222232,0.8181818181818182,0.18181818181818177,-1.5217037037037042,-1.2450303030303034,-100.43244444444449,-67.23163636363638,-18.26044444444446,-14.940363636363637,0.5458539578118017,0.4466077836642014,0.4541460421881983,0.5533922163357986,-53.5458539578118,-53.4466077836642,2406.0,2.406,3.0,1.0,10.26514409950784,67.23163636363638
54,67.0,Xe-122,121.908367661,0.0,20.1H 1,-82.48100000000002,1.2407407407407407,0.2407407407407407,0.8059701492537313,0.19402985074626866,-1.5274259259259264,-1.2310597014925377,-102.33753703703707,-66.47722388059704,-19.85653703703704,-16.00377611940299,0.5495931188768934,0.4429556480500335,0.45040688112310656,0.5570443519499665,-53.54959311887689,-53.44295564805003,72360.0,7.236,4.0,1.0,10.358804347130027,66.47722388059704
54,68.0,Xe-123,122.90848119700001,0.0,2.08H 2,-85.355,1.2592592592592593,0.2592592592592593,0.7941176470588235,0.20588235294117652,-1.5806481481481482,-1.2552205882352943,-107.48407407407409,-67.78191176470588,-22.12907407407408,-17.573088235294122,0.5532571823990594,0.4393512919051354,0.4467428176009406,0.5606487080948646,-53.55325718239906,-53.43935129190513,7488.000000000001,7.488,3.0,1.0,10.631917404676216,67.78191176470588
54,69.0,Xe-124,123.905891751,0.0,-1.0,-85.249,1.2777777777777777,0.2777777777777777,0.782608695652174,0.21739130434782605,-1.578685185185185,-1.2354927536231883,-108.92927777777777,-66.71660869565217,-23.680277777777768,-18.532391304347822,0.5568742456465403,0.43581462702772716,0.4431257543534597,0.5641853729722728,-53.55687424564654,-53.435814627027725,-1.0,2,2.0,1.0,10.69562378702019,66.71660869565217
54,70.0,Xe-125,124.906394213,0.0,16.9H 2,-87.6611,1.2962962962962963,0.2962962962962963,0.7714285714285715,0.22857142857142854,-1.6233537037037038,-1.2523014285714287,-113.63475925925927,-67.62427714285715,-25.97365925925926,-20.036822857142855,0.5604196681927317,0.432323744034393,0.4395803318072683,0.567676255965607,-53.56041966819273,-53.43232374403439,60839.99999999999,6.084,4.0,1.0,10.937191400997824,67.62427714285715
54,71.0,Xe-126,125.904297589,0.0,-1.0,-87.193,1.3148148148148149,0.3148148148148149,0.7605633802816901,0.23943661971830987,-1.6146851851851851,-1.2280704225352113,-114.64264814814815,-66.31580281690141,-27.449648148148153,-20.87719718309859,0.5639203852419024,0.4288971944093342,0.43607961475809764,0.5711028055906657,-53.5639203852419,-53.42889719440934,-1.0,2,2.0,1.0,10.973131845956086,66.31580281690141
54,72.0,Xe-127,126.90518203299999,0.0,36.4D 1,-89.146,1.3333333333333333,0.33333333333333326,0.75,0.25,-1.6508518518518518,-1.238138888888889,-118.86133333333333,-66.8595,-29.715333333333326,-22.2865,0.5673527183569018,0.42551453876767636,0.4326472816430982,0.5744854612323236,-53.5673527183569,-53.42551453876768,3144959.9999999995,3.14496,6.0,1.0,11.182262407600698,66.85950000000001
54,73.0,Xe-128,127.903531011,0.0,-1.0,-88.322,1.3518518518518519,0.35185185185185186,0.7397260273972602,0.26027397260273977,-1.6355925925925927,-1.2098904109589042,-119.39825925925926,-65.33408219178082,-31.07625925925926,-22.987917808219184,0.5707426481738165,0.42219319179980946,0.4292573518261835,0.5778068082001906,-53.57074264817382,-53.422193191799806,-1.0,2,2.0,1.0,11.189228197805187,65.33408219178082
54,74.0,Xe-129,128.90478086126,0.0,-1.0,-89.8603,1.3703703703703705,0.37037037037037046,0.7297297297297297,0.2702702702702703,-1.6640796296296296,-1.2143283783783783,-123.1418925925926,-65.57373243243242,-33.2815925925926,-24.286567567567566,0.5740671486781089,0.418913865251593,0.42593285132189107,0.581086134748407,-53.57406714867811,-53.4189138652516,-1.0,2,2.0,1.0,11.367803500670352,65.57373243243242
54,75.0,Xe-130,129.90350935,0.0,-1.0,-88.6961,1.3888888888888888,0.38888888888888884,0.72,0.28,-1.6425203703703704,-1.1826146666666666,-123.18902777777778,-63.861191999999996,-34.49292777777777,-24.834908000000002,0.5773516079379113,0.41569315771529614,0.4226483920620887,0.5843068422847039,-53.57735160793791,-53.415693157715296,-1.0,2,2.0,1.0,11.34520487949488,63.861192
54,76.0,Xe-131,130.905084057,0.0,-1.0,-89.8805,1.4074074074074074,0.40740740740740744,0.7105263157894737,0.2894736842105263,-1.6644537037037037,-1.182638157894737,-126.49848148148148,-63.862460526315786,-36.617981481481486,-26.01803947368421,0.5805733256846412,0.4125126261443503,0.41942667431535885,0.5874873738556496,-53.58057332568464,-53.41251262614435,-1.0,2,2.0,1.0,11.49632478041925,63.862460526315786
54,77.0,Xe-nat,131.293,0.0046,,-88.4136,1.4259259259259258,0.4259259259259258,0.7012987012987013,0.2987012987012987,-1.637288888888889,-1.1482285714285714,-126.07124444444443,-62.00434285714286,-37.657644444444436,-26.409257142857143,0.5864745264408613,0.41129382373774687,0.4135254735591387,0.5887061762622532,-53.58647452644086,-53.41129382373774,,,,,11.355596860606324,62.004342857142866
54,77.0,Xe-132,131.90415508571002,0.0,-1.0,-88.4136,1.4259259259259258,0.4259259259259258,0.7012987012987013,0.2987012987012987,-1.637288888888889,-1.1482285714285714,-126.07124444444443,-62.00434285714286,-37.657644444444436,-26.409257142857143,0.5837571981714007,0.409388164951372,0.4162428018285993,0.590611835048628,-53.5837571981714,-53.40938816495137,-1.0,2,2.0,1.0,11.445261267565026,62.004342857142866
54,78.0,Xe-133,132.905910751,0.0,5.243D 1,-89.279,1.4444444444444444,0.4444444444444444,0.6923076923076923,0.3076923076923077,-1.6533148148148147,-1.1446025641025641,-128.95855555555553,-61.808538461538454,-39.67955555555555,-27.47046153846154,0.5868813475582245,0.40630247138646314,0.4131186524417755,0.5936975286135369,-53.586881347558226,-53.40630247138646,452995.2,4.529952,5.0,1.0,11.570204973265417,61.80853846153846
54,79.0,Xe-134,133.905394456,0.0,-1.0,-87.6436,1.462962962962963,0.462962962962963,0.6835443037974683,0.31645569620253167,-1.6230296296296298,-1.1094126582278483,-128.21934074074076,-59.9082835443038,-40.57574074074075,-27.735316455696207,0.589968763550886,0.40326978774364364,0.410031236449114,0.5967302122563564,-53.589968763550885,-53.403269787743646,-1.0,2,2.0,1.0,11.49953081047067,59.9082835443038
54,80.0,Xe-135,134.907226844,0.0,9.14H 2,-88.1243,1.4814814814814814,0.4814814814814814,0.675,0.32499999999999996,-1.6319314814814816,-1.10155375,-130.5545185185185,-59.483902500000006,-42.430218518518515,-28.6403975,0.5930001073441975,0.4002750724573333,0.4069998926558025,0.5997249275426667,-53.593000107344196,-53.40027507245733,32904.00000000001,3.2904,4.0,1.0,11.59181879184021,59.483902500000006
54,81.0,Xe-136,135.907214484,0.0,9.3E+19Y GT,-86.417,1.5,0.5,0.6666666666666666,0.33333333333333337,-1.6003148148148147,-1.0668765432098766,-129.6255,-57.611333333333334,-43.2085,-28.80566666666667,0.5959948506599398,0.3973299004399599,0.40400514934006015,0.60267009956004,-53.59599485065994,-53.397329900439956,2.932848e+27,2.932848,27.0,1.0,11.508149294417985,57.611333333333334
54,82.0,Xe-137,136.911557815,0.0,3.818M 13,-86.4292,1.5185185185185186,0.5185185185185186,0.6585365853658537,0.3414634146341463,-1.6005407407407406,-1.0540146341463414,-131.24434074074074,-56.91679024390244,-44.815140740740745,-29.512409756097558,0.5989267911975806,0.3944152039593824,0.40107320880241937,0.6055847960406175,-53.59892679119758,-53.39441520395938,229.08,2.2908,2.0,1.0,11.559708961000954,56.91679024390243
54,83.0,Xe-138,137.914143236,0.0,14.08M 8,-82.3834,1.537037037037037,0.537037037037037,0.6506024096385542,0.3493975903614458,-1.5256185185185185,-0.9925710843373493,-126.62633703703702,-53.59883855421686,-44.24293703703703,-28.784561445783133,0.6018237002565401,0.39154794956449596,0.3981762997434599,0.608452050435504,-53.60182370025654,-53.3915479495645,844.8,8.448,2.0,1.0,11.274781542734036,53.59883855421687
54,84.0,Xe-139,138.91879220200002,0.0,39.68S 14,-79.9722,1.5555555555555556,0.5555555555555556,0.6428571428571429,0.3571428571428571,-1.4809666666666668,-0.9520500000000001,-124.4012,-51.410700000000006,-44.429,-28.561499999999995,0.6046698122587812,0.3887163078806451,0.39533018774121875,0.611283692119355,-53.604669812258784,-53.38871630788064,39.68,3.968,1.0,0.0,11.11575872112842,51.4107
54,85.0,Xe-140,139.921645816,0.0,13.60S 10,-75.6446,1.5740740740740742,0.5740740740740742,0.6352941176470588,0.3647058823529412,-1.400825925925926,-0.8899364705882352,-119.07020370370371,-48.0565694117647,-43.42560370370371,-27.588030588235295,0.6074828487350474,0.38593028037285365,0.39251715126495257,0.6140697196271463,-53.607482848735046,-53.385930280372854,13.6,1.36,1.0,0.0,10.782350587484983,48.0565694117647
54,86.0,Xe-141,140.926787182,0.0,1.73S 1,-72.9865,1.5925925925925926,0.5925925925925926,0.627906976744186,0.37209302325581395,-1.351601851851852,-0.8486802325581396,-116.23775925925926,-45.82873255813954,-43.251259259259264,-27.157767441860468,0.6102459420219042,0.3831776845253817,0.3897540579780958,0.6168223154746183,-53.610245942021905,-53.38317768452538,1.73,1.73,0.0,0.0,10.58344099420741,45.82873255813954
54,87.0,Xe-142,141.929973096,0.0,1.22S 2,-68.1973,1.6111111111111112,0.6111111111111112,0.6206896551724138,0.3793103448275862,-1.262912962962963,-0.7838770114942528,-109.87342777777778,-42.32935862068965,-41.67612777777778,-25.86794137931034,0.6129783448993827,0.3804693175237548,0.38702165510061726,0.6195306824762452,-53.61297834489938,-53.380469317523755,1.22,1.22,0.0,0.0,10.180156046602493,42.32935862068965
54,88.0,Xe-143,142.935369551,0.0,0.30S 3,-65.2296,1.6296296296296295,0.6296296296296295,0.6136363636363636,0.38636363636363635,-1.2079555555555557,-0.7412454545454547,-106.3000888888889,-40.02725454545455,-41.07048888888889,-25.202345454545455,0.6156628711034409,0.3777931254498387,0.38433712889655913,0.6222068745501613,-53.61566287110344,-53.37779312544984,0.3,3.0,-1.0,0.0,9.931087220261858,40.027254545454554
54,89.0,Xe-144,143.938945077,0.0,388MS 7,-60.203,1.6481481481481481,0.6481481481481481,0.6067415730337079,0.3932584269662921,-1.1148703703703704,-0.6764382022471911,-99.22346296296297,-36.527662921348316,-39.02046296296297,-23.675337078651683,0.6183177176433351,0.3751590646375291,0.3816822823566649,0.6248409353624709,-53.618317717643336,-53.37515906463753,0.388,3.88,-1.0,0.0,9.470875359598436,36.527662921348316
54,90.0,Xe-145,144.94471963200002,0.0,188MS 4,-56.872,1.6666666666666667,0.6666666666666667,0.6,0.4,-1.0531851851851852,-0.6319111111111111,-94.78666666666668,-34.1232,-37.91466666666667,-22.748800000000003,0.6209263795776824,0.37255582774660945,0.3790736204223176,0.6274441722533906,-53.62092637957768,-53.37255582774661,0.188,1.88,-1.0,0.0,9.160161537334416,34.1232
54,91.0,Xe-146,145.948518246,0.0,146MS 6,-51.493,1.6851851851851851,0.6851851851851851,0.5934065934065934,0.4065934065934066,-0.9535740740740741,-0.5658571428571428,-86.77524074074074,-30.556285714285714,-35.28224074074074,-20.936714285714288,0.6235075291865393,0.36999347885794637,0.3764924708134607,0.6300065211420536,-53.62350752918654,-53.36999347885795,0.146,1.46,-1.0,0.0,8.622298200072022,30.556285714285718
54,92.0,Xe-147,146.95434,0.0003,100MS +100 -50,-47.955,1.7037037037037037,0.7037037037037037,0.5869565217391305,0.4130434782608695,-0.8880555555555555,-0.52125,-81.7011111111111,-28.1475,-33.74611111111111,-19.807499999999997,0.6260447973159554,0.3674610766854521,0.3739552026840446,0.632538923314548,-53.626044797315956,-53.36746107668545,0.1,1.0,-1.0,0.0,8.257091706904212,28.147499999999997
54,93.0,,,,,-42.61,1.7222222222222223,0.7222222222222223,0.5806451612903226,0.4193548387096774,-0.789074074074074,-0.4581720430107527,-73.38388888888889,-24.741290322580646,-30.773888888888894,-17.868709677419353,,,,,,,,,,,,24.741290322580642
54,94.0,,,,,-39.0,1.7407407407407407,0.7407407407407407,0.574468085106383,0.42553191489361697,-0.7222222222222222,-0.4148936170212766,-67.88888888888889,-22.404255319148938,-28.888888888888886,-16.595744680851062,,,,,,,,,,,,22.404255319148938
55,56.0,Cs-112,111.950306383,0.0001,0.5MS 1,,1.018181818181818,0.018181818181818077,0.9821428571428571,0.017857142857142905,,,,,,,0.5002219449799002,0.4912894102481163,0.49977805502009975,0.5087105897518838,-54.5002219449799,-54.491289410248115,0.0005,5.0,-4.0,0.0,,
55,57.0,Cs-113,112.94442701,0.0,16.7US 7,-46.29,1.0363636363636364,0.036363636363636376,0.9649122807017544,0.03508771929824561,-0.8416363636363636,-0.8121052631578948,-47.97327272727273,-44.66578947368421,-1.6832727272727277,-1.6242105263157893,0.5046729750991014,0.4869651514114136,0.49532702490089864,0.5130348485885864,-54.504672975099105,-54.48696515141141,,,,0.0,7.022547441348069,44.66578947368421
55,58.0,Cs-114,113.941296175,0.0001,0.57S 2,-51.763999999999996,1.0545454545454545,0.05454545454545445,0.9482758620689655,0.051724137931034475,-0.9411636363636363,-0.8924827586206896,-54.5874909090909,-49.08655172413793,-2.823490909090904,-2.6774482758620683,0.5090340547901003,0.4827047071285434,0.49096594520989967,0.5172952928714566,-54.5090340547901,-54.48270470712854,0.57,5.7,-1.0,0.0,7.494228908506429,49.086551724137934
55,59.0,Cs-115,114.93591,0.0003,1.4S 8,-54.68,1.0727272727272728,0.07272727272727275,0.9322033898305084,0.06779661016949157,-0.9941818181818182,-0.9267796610169492,-58.656727272727274,-50.9728813559322,-3.976727272727274,-3.707118644067799,0.5133295590559991,0.47852755505220257,0.4866704409440009,0.5214724449477974,-54.513329559056,-54.4785275550522,1.4,1.4,0.0,0.0,7.768377800359887,50.9728813559322
55,60.0,Cs-116,115.93336799999999,0.0001,0.70S 4,-59.7,1.0909090909090908,0.09090909090909083,0.9166666666666666,0.08333333333333337,-1.0854545454545454,-0.995,-65.12727272727273,-54.725,-5.427272727272722,-4.975000000000002,0.5175386606554897,0.4744104389341989,0.4824613393445103,0.5255895610658011,-54.51753866065549,-54.4744104389342,0.7,7.0,-1.0,0.0,8.195440394891195,54.72500000000001
55,61.0,Cs-117,116.92861673,0.0001,6.5S 4,-62.06,1.1090909090909091,0.10909090909090913,0.9016393442622951,0.09836065573770492,-1.1283636363636365,-1.017377049180328,-68.83018181818183,-55.955737704918036,-6.770181818181821,-6.104262295081967,0.5216858088799183,0.47037245062943456,0.47831419112008167,0.5296275493705654,-54.521685808879916,-54.470372450629434,6.5,6.5,0.0,0.0,8.427653390709173,55.955737704918036
55,62.0,Cs-118,117.926559523,0.0,14S 2,-66.49,1.1272727272727272,0.1272727272727272,0.8870967741935484,0.11290322580645162,-1.2089090909090907,-1.0724193548387095,-74.95236363636363,-58.983064516129026,-8.462363636363632,-7.506935483870968,0.5257509440687764,0.4663919665126242,0.4742490559312236,0.5336080334873758,-54.525750944068776,-54.466391966512624,14.0,1.4,1.0,0.0,8.807939643703982,58.98306451612903
55,63.0,Cs-119,118.92237733299999,0.0,43.0S 2,-68.40899999999999,1.1454545454545455,0.1454545454545455,0.873015873015873,0.12698412698412698,-1.2437999999999998,-1.0858571428571426,-78.3594,-59.72214285714285,-9.950400000000002,-8.686857142857141,0.5297573208075955,0.46248654991139293,0.4702426791924045,0.5375134500886071,-54.5297573208076,-54.46248654991139,43.0,4.3,1.0,0.0,9.009416343375264,59.72214285714285
55,64.0,Cs-120,119.92067728200001,0.0,64S 3,-72.305,1.1636363636363636,0.16363636363636358,0.859375,0.140625,-1.3146363636363638,-1.129765625,-84.13672727272727,-62.13710937500001,-11.831727272727269,-10.167890625000002,0.5336861119413169,0.4586365024495692,0.4663138880586831,0.5413634975504308,-54.533686111941314,-54.45863650244957,64.0,6.4,1.0,0.0,9.35092975559207,62.13710937500001
55,65.0,Cs-121,120.917229209,0.0,155S 4,-73.889,1.1818181818181819,0.18181818181818188,0.8461538461538461,0.15384615384615385,-1.3434363636363635,-1.136753846153846,-87.32336363636364,-62.52146153846154,-13.43436363636364,-11.367538461538462,0.5375578023513128,0.4548566019895723,0.4624421976486872,0.5451433980104277,-54.537557802351316,-54.454856601989576,155.0,1.55,2.0,1.0,9.530011361092992,62.52146153846153
55,66.0,Cs-122,121.916111005,0.0,21.18S 19,-77.102,1.2,0.19999999999999996,0.8333333333333334,0.16666666666666663,-1.4018545454545455,-1.1682121212121213,-92.5224,-64.25166666666668,-15.420399999999997,-12.850333333333332,0.5413558508054216,0.4511298756711847,0.4586441491945784,0.5488701243288153,-54.541355850805424,-54.451129875671185,21.18,2.118,1.0,0.0,9.82412170605526,64.25166666666668
55,67.0,Cs-123,122.912996065,0.0,5.88M 3,-78.14,1.2181818181818183,0.21818181818181825,0.8208955223880597,0.17910447761194026,-1.4207272727272728,-1.166268656716418,-95.18872727272728,-64.14477611940299,-17.04872727272728,-13.995223880597012,0.5451010238540474,0.4474709897309344,0.45489897614595265,0.5525290102690656,-54.545101023854045,-54.44747098973093,352.8,3.528,2.0,1.0,9.965728262328957,64.14477611940298
55,68.0,Cs-124,123.912257798,0.0,30.8S 5,-81.044,1.2363636363636363,0.23636363636363633,0.8088235294117647,0.19117647058823528,-1.4735272727272726,-1.1918235294117647,-100.19985454545454,-65.55029411764706,-19.15585454545454,-15.49370588235294,0.5487754093775987,0.44386246346717545,0.4512245906224013,0.5561375365328245,-54.5487754093776,-54.44386246346718,30.8,3.08,1.0,0.0,10.239184009278997,65.55029411764706
55,69.0,Cs-125,124.90972791600001,0.0,46.7M 1,-81.73100000000002,1.2545454545454546,0.25454545454545463,0.7971014492753623,0.2028985507246377,-1.4860181818181821,-1.1845072463768118,-102.53525454545458,-65.14789855072466,-20.804254545454558,-16.583101449275368,0.5523989296206098,0.4403179873787469,0.44760107037939023,0.5596820126212532,-54.55239892962061,-54.44031798737875,2802.0,2.802,3.0,1.0,10.356367018265606,65.14789855072465
55,70.0,Cs-126,125.90945200600001,0.0,1.64M 2,-84.088,1.2727272727272727,0.2727272727272727,0.7857142857142857,0.2142857142857143,-1.5288727272727272,-1.2012571428571428,-107.0210909090909,-66.06914285714285,-22.933090909090907,-18.018857142857144,0.5559550842669402,0.43682185192402445,0.4440449157330598,0.5631781480759755,-54.55595508426694,-54.43682185192402,98.39999999999999,9.84,1.0,0.0,10.592134379678601,66.06914285714285
55,71.0,Cs-127,126.907417208,0.0,6.25H 10,-84.35,1.290909090909091,0.290909090909091,0.7746478873239436,0.22535211267605637,-1.5336363636363635,-1.1880281690140844,-108.88818181818182,-65.34154929577464,-24.538181818181826,-19.008450704225353,0.5594629656959428,0.43338680441235006,0.4405370343040572,0.5666131955876499,-54.55946296569594,-54.43338680441235,22500.0,2.25,4.0,1.0,10.678500743386223,65.34154929577464
55,72.0,Cs-128,127.90774866,0.0,3.62M 2,-86.24,1.309090909090909,0.3090909090909091,0.7638888888888888,0.23611111111111116,-1.5679999999999998,-1.1977777777777776,-112.89599999999999,-65.87777777777777,-26.656,-20.362222222222226,0.5629056937855105,0.42999740497504274,0.4370943062144895,0.5700025950249572,-54.56290569378551,-54.42999740497504,217.20000000000002,2.172,2.0,1.0,10.881428581702009,65.87777777777778
55,73.0,Cs-129,128.906065603,0.0,32.06H 6,-85.932,1.3272727272727274,0.3272727272727274,0.7534246575342466,0.2465753424657534,-1.5624,-1.177150684931507,-114.05520000000001,-64.74328767123288,-28.12320000000001,-21.188712328767124,0.5663038403857784,0.4266672770029838,0.4336961596142216,0.5733327229970162,-54.56630384038578,-54.426667277002984,115416.00000000001,1.15416,5.0,1.0,10.92489363611239,64.74328767123288
55,74.0,Cs-130,129.906709283,0.0,29.21M 4,-87.499,1.3454545454545455,0.34545454545454546,0.7432432432432432,0.2567567567567568,-1.590890909090909,-1.182418918918919,-117.72592727272726,-65.03304054054054,-30.22692727272727,-22.465959459459462,0.5696395544805312,0.4233807499517461,0.43036044551946884,0.5766192500482539,-54.56963955448053,-54.42338074995175,1752.6000000000001,1.7526,3.0,1.0,11.104218568174359,65.03304054054054
55,75.0,Cs-131,130.905464863,0.0,9.689D 16,-86.9,1.3636363636363635,0.36363636363636354,0.7333333333333333,0.2666666666666667,-1.58,-1.1586666666666667,-118.5,-63.72666666666667,-31.599999999999994,-23.17333333333334,0.5729325363039027,0.42015052662286195,0.42706746369609727,0.579849473377138,-54.5729325363039,-54.42015052662286,837129.6,8.371296,5.0,1.0,11.123326857679922,63.726666666666674
55,76.0,Cs-132,131.906434449,0.0,6.480D 6,-88.059,1.3818181818181818,0.38181818181818183,0.7236842105263158,0.2763157894736842,-1.6010727272727272,-1.1586710526315789,-121.68152727272727,-63.72690789473684,-33.622527272727275,-24.332092105263154,0.576165979449505,0.41696222197003646,0.423834020550495,0.5830377780299636,-54.576165979449506,-54.41696222197004,559872.0,5.59872,5.0,1.0,11.27167305742991,63.72690789473684
55,77.0,Cs-nat,132.9054519,0.0,,-87.1562,1.4,0.3999999999999999,0.7142857142857143,0.2857142857142857,-1.5846581818181817,-1.1318987012987012,-122.01867999999999,-62.25442857142857,-34.86247999999999,-24.901771428571426,0.5793592279264504,0.4138280199474646,0.42064077207354955,0.5861719800525353,-54.57935922792645,-54.413828019947466,,,,,11.263991878116833,62.254428571428576
55,77.0,Cs-133,132.905451961,0.0,-1.0,-87.1562,1.4,0.3999999999999999,0.7142857142857143,0.2857142857142857,-1.5846581818181817,-1.1318987012987012,-122.01867999999999,-62.25442857142857,-34.86247999999999,-24.901771428571426,0.5793592276605403,0.41382801975752875,0.42064077233945973,0.5861719802424712,-54.57935922766054,-54.41382801975753,-1.0,2,2.0,1.0,11.263991886955335,62.254428571428576
55,78.0,Cs-134,133.906718504,0.0,2.0652Y 4,-88.0709,1.4181818181818182,0.4181818181818182,0.7051282051282052,0.2948717948717948,-1.6012890909090909,-1.1291141025641025,-124.90054909090908,-62.101275641025644,-36.82964909090909,-25.969624358974354,0.5824950448447441,0.41073368546744776,0.4175049551552559,0.5892663145325523,-54.58249504484474,-54.41073368546745,65128147.2,6.512815,7.0,1.0,11.392360930423541,62.10127564102564
55,79.0,Cs-135,134.905977005,0.0,2.3E+6Y 3,-86.8912,1.4363636363636363,0.4363636363636363,0.6962025316455697,0.30379746835443033,-1.57984,-1.0998886075949368,-124.80735999999999,-60.493873417721524,-37.91615999999999,-26.397326582278478,0.5855930311899527,0.40769135082844804,0.41440696881004735,0.5923086491715519,-54.58559303118995,-54.40769135082845,72532800000000.0,7.25328,13.0,1.0,11.35855456178231,60.493873417721524
55,80.0,Cs-136,135.907311262,0.0,13.16D 3,-87.5818,1.4545454545454546,0.4545454545454546,0.6875,0.3125,-1.5923963636363636,-1.0947725,-127.3917090909091,-60.2124875,-39.809909090909095,-27.3693125,0.5886364703792664,0.4046875733857456,0.41136352962073364,0.5953124266142544,-54.588636470379264,-54.40468757338574,1137024.0,1.137024,6.0,1.0,11.467520630101005,60.2124875
55,81.0,Cs-137,136.907089135,0.0,30.08Y 9,-86.3389,1.4727272727272727,0.47272727272727266,0.6790123456790124,0.32098765432098764,-1.5697981818181816,-1.0659123456790123,-127.15365272727271,-58.625179012345676,-40.81475272727272,-27.71372098765432,0.5916421166483812,0.40173230142791316,0.4083578833516188,0.5982676985720868,-54.59164211664838,-54.40173230142791,948602880.0,9.486029,8.0,1.0,11.423196679692296,58.625179012345676
