Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M
93,134.0,Np-227,227.034955853,0.0,0.51S 6,32.56
93,135.0,Np-228,228.036065589,0.0,61.4S 17,33.6
93,136.0,Np-229,229.036262863,0.0,4.0M 2,33.78
93,137.0,Np-230,230.03782665,0.0,4.6M 3,35.24
93,138.0,Np-231,231.038244688,0.0,48.8M 2,35.63
93,139.0,Np-232,232.040102,0.0,14.7M 3,37.36
93,140.0,Np-233,233.04074083,0.0,36.2M 1,37.95
93,141.0,Np-234,234.042896565,0.0,4.4D 1,39.957
93,142.0,Np-235,235.044064523,0.0,396.2D 12,41.0449
93,143.0,Np-236,236.046563283,0.0,154E+3Y 6,43.38
93,144.0,Np-237,237.048174914,0.0,2.144E+6Y 7,44.8735
93,145.0,Np-238,238.050947876,0.0,2.117D 2,47.4565
93,146.0,Np-239,239.052940487,0.0,2.356D 3,49.3126
93,147.0,Np-240,240.056163645,0.0,61.9M 2,52.31800000000001
93,148.0,Np-241,241.058253894,0.0,13.9M 2,54.26
93,149.0,Np-242,242.061642566,0.0001,2.2M 2,57.42
93,150.0,Np-243,243.06428,0.0,1.85M 15,59.88
93,151.0,Np-244,244.06785,0.0001,2.29M 16,63.2
93,152.0,,,,,65.95
94,134.0,Pu-228,228.03873121,0.0,1.1S,36.08
94,135.0,Pu-229,229.040142095,0.0,120S 50,37.39
94,136.0,Pu-230,230.039649,0.0,102S 10,36.934
94,137.0,Pu-231,231.041100221,0.0,8.6M 5,38.286
94,138.0,Pu-232,232.041186199,0.0,34.1M 7,38.363
94,139.0,Pu-233,233.04299652,0.0,20.9M 4,40.05
94,140.0,Pu-234,234.043316234,0.0,8.8H 1,40.35
94,141.0,Pu-235,235.045286322,0.0,25.3M,42.184
94,142.0,Pu-236,236.046051647,0.0,2.858Y 8,42.9029
94,143.0,Pu-237,237.048411069,0.0,45.2D 1,45.0935
94,144.0,Pu-238,238.049561412,0.0,87.7Y 1,46.1649
94,145.0,Pu-239,239.052164844,0.0,24110Y 30,48.5901
94,146.0,Pu-240,240.053815008,0.0,6561Y 7,50.1272
94,147.0,Pu-241,241.056852919,0.0,14.290Y 6,52.957
94,148.0,Pu-242,242.058743997,0.0,3.735E+5Y 11,54.7186
94,149.0,Pu-243,243.062004489,0.0,4.956H 3,57.756
94,150.0,Pu-244,244.064205302,0.0,8.11E+7Y 3,59.807
94,151.0,Pu-245,245.067825968,0.0,10.5H 1,63.18
94,152.0,Pu-246,246.070206018,0.0,10.84D 2,65.396
94,153.0,Pu-247,247.07419,0.0001,2.27D 23,69.11
95,135.0,,,,,42.93
95,136.0,,,,,42.44
95,137.0,Am-232,232.04659,0.0001,1.32M 3,43.27
95,138.0,Am-233,233.046347,0.0,3.2M 8,43.26
95,139.0,Am-234,234.047808,0.0001,2.32M 8,44.46
95,140.0,Am-235,235.047907569,0.0,9.9M 5,44.63
95,141.0,Am-236,236.049422,0.0001,3.6M 2,46.04
95,142.0,Am-237,237.049996,0.0,73.6M 8,46.57
95,143.0,Am-238,238.051985852,0.0,98M 2,48.42
95,144.0,Am-239,239.053025736,0.0,11.9H 1,49.3922
95,145.0,Am-240,240.055301645,0.0,50.8H 3,51.512
95,146.0,Am-241,241.056830611,0.0,432.6Y 6,52.9362
95,147.0,Am-242,242.059550625,0.0,16.02H 2,55.4699
95,148.0,Am-243,243.061382541,0.0,7370Y 15,57.1763
95,149.0,Am-244,244.06428631,0.0,10.1H 1,59.8811
95,150.0,Am-245,245.066453577,0.0,2.05H 1,61.902
95,151.0,Am-246,246.069776009,0.0,39M 3,64.995
95,152.0,Am-247,247.072094,0.0,23.0M 13,67.15
95,153.0,,,,,70.56
95,154.0,,,,,73.1
96,136.0,,,,,46.4
96,137.0,,,,,47.29
96,138.0,Cm-234,234.050158953,0.0,51S 12,46.724
96,139.0,,,,,48.01
96,140.0,,,,,47.855
96,141.0,Cm-237,237.052868097,0.0,,49.25
96,142.0,Cm-238,238.053080266,0.0,2.4H 1,49.445
96,143.0,Cm-239,239.054910233,0.0,2.9H AP,51.15
96,144.0,Cm-240,240.055523225,0.0,27D 1,51.7256
96,145.0,Cm-241,241.057654412,0.0,32.8D 2,53.7036
96,146.0,Cm-242,242.05883734,0.0,162.94D 6,54.8054
96,147.0,Cm-243,243.061390578,0.0,29.1Y 1,57.1838
96,148.0,Cm-244,244.062754041,0.0,18.11Y 3,58.4538
96,149.0,Cm-245,245.065492712,0.0,8500Y 100,61.0049
96,150.0,Cm-246,246.067225049,0.0,4760Y 40,62.6186
96,151.0,Cm-247,247.070354934,0.0,1.56E+7Y 5,65.53399999999999
96,152.0,Cm-248,248.072349903,0.0,3.48E+5Y 6,67.393
96,153.0,Cm-249,249.075954808,0.0,64.15M 3,70.751
96,154.0,Cm-250,250.078358354,0.0,9700Y,72.99
96,155.0,Cm-251,251.082287245,0.0,16.8M 2,76.649
96,156.0,,,,,79.06
97,137.0,,,,,53.34
97,138.0,,,,,52.7
97,139.0,,,,,53.54
97,140.0,,,,,53.19
97,141.0,Bk-238,238.05828,0.0001,2.40M 8,54.22
97,142.0,,,,,54.25
97,143.0,Bk-240,240.059753,0.0001,4.8M 8,55.67
97,144.0,Bk-241,241.060231,0.0001,4.6M 4,56.03
97,145.0,Bk-242,242.061983,0.0001,7.0M 13,57.74
97,146.0,Bk-243,243.063008827,0.0,4.5H 2,58.691
97,147.0,Bk-244,244.06518224,0.0,4.35H 15,60.716
97,148.0,Bk-245,245.066363082,0.0,4.94D 3,61.8156
97,149.0,Bk-246,246.068674334,0.0,1.80D 2,63.97
97,150.0,Bk-247,247.070308541,0.0,1380Y 250,65.491
97,151.0,Bk-248,248.073088,0.0,9Y GT,68.08
97,152.0,Bk-249,249.07498812,0.0,320D 6,69.8506
97,153.0,Bk-250,250.078317906,0.0,3.212H 5,72.952
97,154.0,Bk-251,251.080762812,0.0,55.6M 11,75.229
97,155.0,Bk-252,252.084311,0.0001,1.8M 5,78.54
97,156.0,,,,,80.93
97,157.0,,,,,84.39
98,139.0,Cf-237,237.062196269,0.0,2.1S 3,57.94
98,140.0,Cf-238,238.06141,0.0002,21MS 2,57.28
98,141.0,Cf-239,239.062421,0.0001,39S +37 -12,58.25
98,142.0,Cf-240,240.062272368,0.0,0.96M 15,57.99100000000001
98,143.0,Cf-241,241.063694,0.0001,3.78M 70,59.33
98,144.0,Cf-242,242.06375312,0.0,3.49M 12,59.387
98,145.0,Cf-243,243.06538,0.0001,10.7M 5,60.99
98,146.0,Cf-244,244.065994398,0.0,19.4M 6,61.4794
98,147.0,Cf-245,245.068049899,0.0,45.0M,63.3869
98,148.0,Cf-246,246.068806829,0.0,35.7H 5,64.0919
98,149.0,Cf-247,247.070965437,0.0,3.11H 3,66.104
98,150.0,Cf-248,248.072186324,0.0,333.5D 28,67.24
98,151.0,Cf-249,249.074855,0.0,351Y 2,69.726
98,152.0,Cf-250,250.076407452,0.0,13.08Y 9,71.172
98,153.0,Cf-251,251.079589428,0.0,898Y 44,74.13600000000002
98,154.0,Cf-252,252.08162724,0.0,2.645Y 8,76.035
98,155.0,Cf-253,253.08513454,0.0,17.81D 8,79.30199999999998
98,156.0,Cf-254,254.087324303,0.0,60.5D 2,81.342
98,157.0,Cf-255,255.091049,0.0001,85M 18,84.81
98,158.0,Cf-256,256.093442,0.0001,12.3M 12,87.04
99,140.0,,,,,63.56
99,141.0,,,,,64.2
99,142.0,Es-241,241.068537,0.0001,8S +6 -4,63.86
99,143.0,Es-242,242.069644,0.0001,13.5S 25,64.8
99,144.0,Es-243,243.069509,0.0001,21S 2,64.75
99,145.0,Es-244,244.070876,0.0001,37S 4,66.03
99,146.0,Es-245,245.071325,0.0001,1.1M 1,66.37
99,147.0,Es-246,246.072897,0.0001,7.7M 5,67.9
99,148.0,Es-247,247.073621991,0.0,4.55M 26,68.578
99,149.0,Es-248,248.075472,0.0,27M 5,70.3
99,150.0,Es-249,249.076412,0.0,102.2M 6,71.18
99,151.0,Es-250,250.078614,0.0,8.6H 1,73.23
99,152.0,Es-251,251.079993603,0.0,33H 1,74.514
99,153.0,Es-252,252.082979905,0.0,471.7D 19,77.3
99,154.0,Es-253,253.084826159,0.0,20.47D 3,79.0146
99,155.0,Es-254,254.088023407,0.0,275.7D 5,81.992
99,156.0,Es-255,255.090275762,0.0,39.8D 12,84.09100000000002
99,157.0,Es-256,256.0936,0.0,25.4M 24,87.19
99,158.0,Es-257,257.095979,0.0002,7.7D 2,89.4
99,159.0,,,,,92.7
100,141.0,,,,,69.13
100,142.0,Fm-242,242.07343,0.0002,0.8MS 2,68.4
100,143.0,Fm-243,243.074356,0.0001,0.18S +8 -4,69.36
100,144.0,Fm-244,244.074054,0.0001,3.3MS 4,68.97
100,145.0,Fm-245,245.075353,0.0001,4.2S 13,70.19
100,146.0,Fm-246,246.075349316,0.0,1.1S 2,70.189
100,147.0,Fm-247,247.076849,0.0,29S 1,71.67
100,148.0,Fm-248,248.077181458,0.0,36S 3,71.899
100,149.0,Fm-249,249.078928513,0.0,96S 6,73.521
100,150.0,Fm-250,250.079522086,0.0,33M 3,74.07300000000002
100,151.0,Fm-251,251.081539864,0.0,5.30H 8,75.954
100,152.0,Fm-252,252.082468318,0.0,25.39H 5,76.818
100,153.0,Fm-253,253.085185669,0.0,3.00D 12,79.34899999999998
100,154.0,Fm-254,254.086855605,0.0,3.240H 2,80.9044
100,155.0,Fm-255,255.089964842,0.0,20.07H 7,83.801
100,156.0,Fm-256,256.091774509,0.0,157.6M 13,85.48700000000002
100,157.0,Fm-257,257.095106119,0.0,100.5D 2,88.59100000000002
100,158.0,Fm-258,258.097077,0.0001,370US 43,90.43
100,159.0,Fm-259,259.100598,0.0001,1.5S 3,93.71
100,160.0,Fm-260,260.102809,0.0002,4MS,95.77
101,140.0,,,,,78.63
101,144.0,Md-245,245.080786,0.0001,0.90MS 25,
101,145.0,Md-246,246.081789,0.0001,1.0S 4,75.27
101,146.0,Md-247,247.081522,0.0001,1.12S 22,76.12
101,147.0,Md-248,248.082816,0.0001,7S 3,75.94
101,148.0,Md-249,249.083008,0.0001,24S 4,77.15
101,149.0,Md-250,250.084416,0.0001,52S 6,77.23
101,150.0,Md-251,251.08477435,0.0,4.0M 5,96.55
101,151.0,Md-252,252.086432,0.0001,4.8M +8 -5,78.967
101,152.0,Md-253,253.087145,0.0,12M 8,80.51
101,153.0,Md-254,254.089658,0.0,10M 3,81.18
101,154.0,Md-255,255.091084166,0.0,27M 2,83.45
101,155.0,Md-256,256.094052882,0.0,77M 2,84.844
101,156.0,Md-257,257.095542831,0.0,5.52H 5,87.46
101,157.0,Md-258,258.098432704,0.0,51.5D 3,88.9972
101,158.0,Md-259,259.100512,0.0001,1.60H 6,91.688
101,159.0,Md-260,260.103653,0.0001,27.8D 8,93.63
101,161.0,,,,,98.58
101,162.0,,,,,101.63
102,140.0,,,,,81.56
102,141.0,,,,,82.85
102,146.0,No-248,248.086566,0.0001,,
102,147.0,No-249,249.0878,0.0001,54US +14 -9,
102,148.0,No-250,250.087561,0.0001,5.6US +9 -7,80.62
102,149.0,No-251,251.088847,0.0,0.80S 1,81.78
102,150.0,No-252,252.088962394,0.0,2.27S 14,95.61
102,151.0,No-253,253.090564963,0.0,1.62M 15,98.46
102,152.0,No-254,254.09095638,0.0,51S 10,82.87200000000001
102,153.0,No-255,255.093191378,0.0,3.1M 2,84.36
102,154.0,No-256,256.094284128,0.0,2.91S 5,84.725
102,155.0,No-257,257.096888928,0.0,24.5S 5,86.807
102,156.0,No-258,258.098208,0.0001,1.2MS 2,87.824
102,157.0,No-259,259.101033,0.0,58M 5,90.25
102,158.0,No-260,260.102644,0.0001,106MS 8,91.48
102,159.0,,,,,94.11
102,160.0,No-262,262.107464,0.0001,5MS AP,
102,162.0,,,,,100.1
102,163.0,,,,,103.13
102,164.0,,,,,105.01
103,141.0,,,,,87.73
103,142.0,,,,,88.74
103,149.0,Lr-252,252.095253,0.0001,0.36S +11 -7,
103,150.0,Lr-253,253.095186,0.0001,0.57S +7 -6,98.28
103,151.0,Lr-254,254.096484,0.0001,13S 3,99.56
103,152.0,Lr-255,255.096562378,0.0,22S 4,102.1
103,153.0,Lr-256,256.098494004,0.0,27S 3,88.58
103,154.0,Lr-257,257.099418,0.0,0.646S 25,89.87
103,155.0,Lr-258,258.101826,0.0,4.1S 3,89.947
103,156.0,Lr-259,259.102902,0.0,6.2S 3,91.75
103,157.0,Lr-260,260.105497,0.0001,180S 30,92.61
103,158.0,Lr-261,261.106885,0.0001,39M 12,94.78
103,159.0,Lr-262,262.109463,0.0001,3.6H 3,95.85
103,163.0,,,,,103.73
103,164.0,,,,,106.38
103,165.0,,,,,108.23
103,166.0,,,,,111.62
104,143.0,,,,,93.56
104,149.0,Rf-253,253.100656,0.0002,13MS 5,
104,150.0,Rf-254,254.100051,0.0001,23US 3,99.15
104,151.0,Rf-255,255.101172,0.0,1.68S 9,101.32
104,152.0,Rf-256,256.101147704,0.0,6.4MS 2,102.39
104,153.0,Rf-257,257.10291898,0.0,4.7S 3,104.79
104,154.0,Rf-258,258.103428398,0.0,12MS 2,93.2
104,155.0,Rf-259,259.105596,0.0,3.2S 6,94.33
104,156.0,Rf-260,260.106442,0.0001,20.1MS 7,94.223
104,157.0,Rf-261,261.108775848,0.0,65S 10,95.868
104,158.0,Rf-262,262.109926,0.0001,2.1S 2,96.34
104,159.0,Rf-263,263.112549,0.0001,15M AP,98.36
104,161.0,Rf-265,265.116834,0.0002,13H,
104,164.0,,,,,106.08
104,165.0,,,,,108.69
104,166.0,,,,,110.08
104,167.0,,,,,113.45
104,168.0,,,,,115.48
105,150.0,Db-255,255.107076,0.0002,1.6S +6 -4,103.67
105,151.0,Db-256,256.107879,0.0001,1.6S +5 -3,104.25
105,152.0,Db-257,257.107673,0.0001,1.50S +19 -15,106.26
105,153.0,Db-258,258.109287,0.0001,4.3S 11,107.11
105,154.0,Db-259,259.109491839,0.0,0.51S 16,109.36
105,155.0,Db-260,260.110964821,0.0,1.52S 13,99.73
105,156.0,Db-261,261.111917,0.0,1.8S 4,100.5
105,157.0,Db-262,262.1141,0.0001,35S 5,100.21
105,158.0,Db-263,263.11499,0.0001,27S +10 -7,101.8
105,159.0,,,,,101.99
105,160.0,,,,,122.36
105,162.0,Db-267,267.122595,0.0002,73M +350 -33,
105,163.0,Db-268,268.125607,0.0002,16H +19 -6,
105,165.0,,,,,110.49
105,166.0,,,,,112.74
105,167.0,,,,,114.08
105,168.0,,,,,117.06
105,169.0,,,,,119.15
106,150.0,,,,,106.548
106,151.0,,,,,108.006
106,152.0,Sg-258,258.113036,0.0002,2.9MS +13 -7,108.37
106,153.0,Sg-259,259.114318,0.0,0.48S +28 -13,110.19
106,154.0,Sg-260,260.114379591,0.0,3.6MS +9 -6,110.78
106,155.0,Sg-261,261.11595032,0.0,0.23S 6,112.8
106,156.0,Sg-262,262.116338,0.0001,6.9MS +38 -18,
106,157.0,Sg-263,263.118294,0.0,0.82S +37 -19,
106,158.0,Sg-264,264.118933,0.0001,27MS +19 -8,105.24
106,159.0,Sg-265,265.121101,0.0,8S 3,106.56
106,160.0,Sg-266,266.122062,0.0001,21S +20 -12,121.49
106,161.0,Sg-267,267.124412,0.0001,19MS,124.76
106,162.0,,,,,126.58
106,163.0,Sg-269,269.128777,0.0002,22S +32 -11,130.02
106,165.0,Sg-271,271.133601,0.0002,2.4M +43 -10,
106,166.0,,,,,113.62
106,167.0,,,,,115.84
106,168.0,,,,,116.8
106,169.0,,,,,119.82
107,150.0,,,,,113.32
107,151.0,,,,,113.14
107,152.0,,,,,114.54
107,153.0,Bh-260,260.121648,0.0001,35MS +19 -9,114.5
107,154.0,Bh-261,261.12155,0.0001,12MS +5 -3,116.06
107,155.0,Bh-262,262.122968,0.0001,102MS 26,116.36
107,156.0,,,,,118.11
107,157.0,Bh-264,264.12426,0.0001,0.44S +60 -16,
107,158.0,Bh-265,265.124914,0.0001,0.94S +70 -31,
107,159.0,Bh-266,266.126925,0.0001,10S LT,
107,160.0,Bh-267,267.127652,0.0001,17S +14 -6,124.23
107,161.0,,,,,125.99
107,162.0,,,,,128.79
107,163.0,Bh-270,270.133311,0.0001,6E+1S +29 -3,130.63
107,164.0,,,,,133.71
107,165.0,Bh-272,272.138038,0.0002,10S +12 -3,135.69
107,167.0,,,,,118.77
107,168.0,,,,,120.81
107,169.0,,,,,121.48
108,153.0,,,,,119.72
108,154.0,,,,,119.564
108,155.0,Hs-263,263.128793,0.0001,,120.901
108,156.0,Hs-264,264.128352403,0.0,0.8MS AP,121.14
108,157.0,Hs-265,265.130078394,0.0,2.0MS +3 -2,122.65
108,158.0,Hs-266,266.130037,0.0001,2.3MS +13 -6,
108,159.0,Hs-267,267.131673,0.0,50MS 18,
108,160.0,,,,,125.09
108,161.0,Hs-269,269.133769,0.0,13S 6,127.77
108,162.0,Hs-270,270.134342,0.0001,3.6S +8 -14,129.01
108,163.0,Hs-271,271.137149,0.0001,,131.97
108,164.0,,,,,133.49
108,165.0,,,,,136.62
108,166.0,,,,,138.29
108,167.0,Hs-275,275.146336,0.0002,0.15S +27 -6,141.49
108,168.0,,,,,122.83
108,169.0,Hs-277,277.151456,0.0003,11.4M,124.59
109,155.0,,,,,126.68
109,156.0,,,,,127.96
109,157.0,Mt-266,266.137376,0.0001,1.7MS +18 -16,127.79
109,158.0,,,,,129.15
109,159.0,Mt-268,268.138392,0.0001,0.07S +10 -3,
109,160.0,,,,,130.71
109,161.0,Mt-270,270.140459,0.0001,5.0MS +24 -3,131.1
109,162.0,,,,,133.58
109,163.0,,,,,134.51
109,164.0,,,,,137.16
109,165.0,Mt-274,274.147193,0.0002,0.45S +81 -18,138.63
109,166.0,Mt-275,275.148542,0.0002,10MS +50 -5,141.21
109,167.0,Mt-276,276.151219,0.0002,0.72S +87 -25,142.77
109,168.0,,,,,145.6
109,169.0,,,,,129.31
109,179.0,,,,,147.25
110,157.0,Ds-267,267.144147,0.0001,3US AP,133.92
110,158.0,,,,,133.65
110,159.0,Ds-269,269.144958118,0.0,170US +160 -60,134.84
110,160.0,Ds-270,270.144659,0.0001,0.10MS +14 -4,134.68
110,161.0,Ds-271,271.145946,0.0,1.63MS +44 -29,135.95
110,162.0,Ds-272,272.146021,0.0002,8.6MS,136.02
110,163.0,Ds-273,273.148576,0.0001,0.17MS +17 -6,138.38
110,164.0,,,,,139.18
110,165.0,,,,,141.62
110,166.0,,,,,142.54
110,167.0,,,,,145.23
110,168.0,,,,,146.28
110,169.0,Ds-279,279.159508,0.0002,0.18S +5 -3,149.13
110,170.0,Ds-280,280.160635,0.0003,11S 6,150.26
110,171.0,Ds-281,281.163567,0.0003,9.6S +50 -25,153.24
111,160.0,,,,,153.83
111,161.0,Rg-272,272.153284,0.0001,3.8MS +14 -8,
111,162.0,,,,,142.77
111,163.0,Rg-274,274.155384,0.0001,6MS +31 -3,142.64
111,164.0,,,,,144.62
111,165.0,,,,,145.26
111,166.0,,,,,147.49
111,167.0,Rg-278,278.161441,0.0002,4.2MS +76 -17,148.17
111,168.0,Rg-279,279.162443,0.0002,0.17S +81 -8,150.43
111,169.0,Rg-280,280.164656,0.0002,3.6S +43 -13,151.57
111,171.0,,,,,154.96
111,172.0,,,,,157.53
111,173.0,,,,,158.86
112,160.0,,,,,155.7
112,161.0,,,,,158.12
112,165.0,Cn-277,277.163656,0.0001,0.69MS +69 -24,
112,166.0,,,,,150.35
112,167.0,,,,,152.43
112,168.0,,,,,152.91
112,169.0,,,,,155.13
112,170.0,Cn-282,282.169863,0.0002,1.0MS +48 -5,
112,171.0,Cn-283,283.172476,0.0002,4.0S +13 -7,
112,172.0,Cn-284,284.173329,0.0003,98MS +41 -23,158.82
112,173.0,Cn-285,285.176182,0.0003,34S +17 -9,161.4
112,174.0,,,,,162.23
112,175.0,,,,,164.98
113,160.0,,,,,161.08
113,161.0,,,,,161.6
113,162.0,,,,,163.64
113,165.0,Nh-278,278.170709,0.0001,0.2MS +12 -2,
113,168.0,,,,,158.89
113,169.0,Nh-282,282.17562,0.0002,73MS +134 -29,159.24
113,170.0,Nh-283,283.176067,0.0002,0.10S +49 -5,
113,171.0,Nh-284,284.178156,0.0002,0.48S +58 -17,
113,173.0,,,,,164.48
113,174.0,,,,,166.48
113,175.0,,,,,167.42
113,176.0,,,,,169.73
113,177.0,,,,,170.83
114,172.0,Fl-286,286.183601,0.0002,0.16S +7 -3,
114,173.0,Fl-287,287.185989,0.0002,0.51S +18 -10,
114,174.0,Fl-288,288.186763,0.0003,0.80S +32 -18,
114,175.0,Fl-289,289.189515,0.0003,2.7S +14 -7,171.06
114,176.0,,,,,171.61
114,177.0,,,,,173.99
114,178.0,,,,,174.72
114,179.0,,,,,177.37
115,170.0,,,,,182.55
115,171.0,,,,,183.57
115,172.0,Mc-287,287.1902,0.0002,0.03S +16 -2,
115,173.0,Mc-288,288.192147,0.0002,0.09S +11 -3,
115,177.0,,,,,177.64
115,178.0,,,,,179.54
115,179.0,,,,,180.36
116,170.0,,,,,185.03
116,171.0,,,,,187.3
116,172.0,,,,,187.92
116,173.0,,,,,190.48
116,174.0,Lv-290,290.198005,0.0002,15MS +26 -6,
116,175.0,Lv-291,291.200283,0.0002,6MS +12 -3,
116,176.0,Lv-292,292.200969,0.0003,18MS +16 -6,
116,177.0,Lv-293,293.203591,0.0003,53MS +62 -19,
116,179.0,,,,,184.59
117,171.0,,,,,191.45
117,172.0,,,,,193.25
117,173.0,,,,,193.97
117,174.0,,,,,196.04
118,173.0,,,,,198.93
118,174.0,,,,,199.27
118,175.0,,,,,201.43
118,176.0,Og-294,294.213287,0.0002,1.8MS +84 -8,
